int64_field_0,venda_id,nome_produto,data_venda,quantidade
9464,8036,"Diane 35 2mg + 0,035mg 21 drágeas",08-2024,
9564,13580,Cipide 100mg 30 comprimidos,08-2024,
9848,13208,Daflon 500mg FFPM 30 comprimidos revestidos,08-2024,
9885,23852,"Trok - N 20mg/g + 0,64mg/g + 2,5mg/g Pomada Dermatológica 10g",08-2024,
9891,18788,Flucetil 600mg 16 Envelopes de 5g,08-2024,
10056,22772,Doss 50.000UI 4 cápsulas gelatinosas moles,08-2024,
10277,20048,Suplemento Hidroeletrolítico Pedialyte Max Coco 500ml,08-2024,
10365,18620,Xarope Phitóss 7mg/ml Sabor Framboesa 100ml,08-2024,
11060,9140,Fly 250mg 20 cápsulas moles,08-2024,
11404,11888,Valerimed 50mg 20 comprimidos revestidos,08-2024,
11754,23936,Kelo-Cote Gel 15g,08-2024,
11805,20276,Suplemento Alimentar Probid 5 Cápsulas,08-2024,
12221,10340,"Ártico 1,5g + 1,2g 30 sachês com 5g de pó para solução oral",08-2024,
12361,13004,Entresto 49mg + 51mg 60 comprimidos revestidos,08-2024,
13146,12056,Picbam 5mg 60 comprimidos revestidos,08-2024,
13268,26864,Vitamina D Sof D 50.000 UI 4 cápsulas gelatinosas moles,08-2024,
13411,16616,Levemir Flexpen 100U/ml com 1 sistema de aplicação preenchido 3ml,08-2024,
13781,22760,Doss 7.000UI 30 cápsulas gelatinosas moles,08-2024,
14078,15176,Buscoplex Composto Gotas 20ml,08-2024,
14241,15236,Siilif 100mg 60 comprimidos revestidos,08-2024,
14317,22112,"Vesomni 6mg + 0,4mg 30 comprimidos revestidos de liberação modificada",08-2024,
14524,15716,"Solução Nasal Sinustrat 9,0mg/ml 30ml",08-2024,
15193,24812,Solução Multiuso Renu Fresh 355ml + 120ml + Estojo para Lentes,08-2024,
15194,18668,"Xarope Cimetosse 13,33mg/ml Sabor Mel e Menta 120ml",08-2024,
15195,21608,"Solução Oftálmica Still 0,1% 5ml",08-2024,
15710,26420,Teste de Gravidez Clearblue Plus,08-2024,
15802,15464,Ultibro 110mg + 50mcg 30 cápsulas com pó para inalação + 1 inalador,08-2024,
16107,25064,DUOMO HP Eurofarma 60 Cápsulas Duras,08-2024,
16397,18128,Pastilhas para Garganta Strepsils Sabor Mel e Limão 8 pastilhas,08-2024,
16612,18860,"Kaloba 111,111mg 21 comprimidos revestidos",08-2024,
16666,17588,Retemic 5mg 60 comprimidos,08-2024,
17160,30364,Proflam 15mg/g Creme 30g,08-2024,
17354,16736,Invokana 100mg 30 comprimidos revestidos,08-2024,
17537,27560,Suplemento Vitamínico Depura 500UI/Gota 10ml,08-2024,
18335,28605,ProVance Aché Sabor Limão 10 Comprimidos Mastigáveis,08-2024,
18379,17888,"Flogoral 1,5mg/ml Spray Sabor Menta 30ml",08-2024,
18428,21848,Solução Oftálmica Liris 5mg/ml 10ml,08-2024,
19965,18956,"INIBINA - 10mg, 20 comprimidos",08-2024,
20885,19640,Natifa 1mg 28 comprimidos revestidos,08-2024,
21703,26936,Vitamina D 500UI Althaia Gotas 20ml,08-2024,
21811,21476,"Solução Oftálmica Patanol S 2,22mg/ml 2,5ml",08-2024,
23296,21836,Solução Oftálmica Drusolol 2% + 5% 5ml,08-2024,
24728,25640,Primolut-Nor 10mg 30 comprimidos,08-2024,
25314,26084,Imunoglucan DS 60 cápsulas,08-2024,
25403,23408,Triazol 150mg 2 cápsulas,08-2024,
25640,27668,Inilok 40mg Apsen 30 Comprimidos,08-2024,
26930,27356,Vitamina D3 Addera D3 10.000UI 10 cápsulas moles,08-2024,
28409,26432,"Xarope Vibral 1,5mg/ml Sabor Framboesa 120ml",08-2024,
29371,27632,Famox 40mg 10 comprimidos,08-2024,
140,8276,Tâmisa 30 Sem Parar 75mcg + 30mcg 84 drágeas,08-2024,0.0
386,2756,Analgésico Tylenol DC Liberação Imediata 20 comprimidos revestidos,08-2024,0.0
2306,4820,Benicar Triplo 40mg/25mg/10mg 30 comprimidos revestidos,08-2024,0.0
3175,5696,Acular LS 4mg/ml Solução Oftálmica 5ml,08-2024,0.0
3604,25184,"Diad 1,5mg 1 comprimido",08-2024,0.0
3902,13496,Lipidil 200mg 30 cápsulas,08-2024,0.0
4545,13592,Crestor 20mg 30 comprimidos revestidos,08-2024,0.0
4883,17372,Imosec 2mg 12 comprimidos,08-2024,0.0
5208,3584,"Novanlo 2,5mg 30 comprimidos",08-2024,0.0
5238,14888,Buscoveran Composto 10ml,08-2024,0.0
7291,29586,Diminut 75mcg + 20mcg 63 comprimidos revestidos,08-2024,0.0
8333,28236,Crestor 20mg 30 comprimidos revestidos,08-2024,0.0
8710,18920,Fluimucil D 600mg 16 envelopes com 5g cada,08-2024,0.0
8973,14444,Fentizol Óvulo 600mg 1 óvulo + 1 aplicador,08-2024,0.0
9062,9896,Betaserc 24mg 60 comprimidos,08-2024,0.0
9142,5036,Acertanlo 14mg + 10mg 30 comprimidos,08-2024,0.0
9699,21620,"Solução Oftálmica Alphagan Z 0,1% 5ml",08-2024,0.0
10380,19352,Levoid 38mcg 30 comprimidos,08-2024,0.0
11491,7148,Ponstan 500mg 24 comprimidos,08-2024,0.0
11501,29890,Melhoral Infantil 8 comprimidos,08-2024,0.0
12038,21368,"Lubrificante Ocular Laxime 0,15% 10ml",08-2024,0.0
13226,23204,Fentizol 20mg/ml Spray 30ml,08-2024,0.0
14164,7520,Bálsamo Bengué Gel 60g,08-2024,0.0
14384,7472,Calcort 6mg 20 comprimidos,08-2024,0.0
14654,944,Solução Oftálmica Oftpred 10mg/ml 5ml,08-2024,0.0
14711,13760,Plenance EZE 5mg+10mg 30 Cápsulas,08-2024,0.0
16048,25808,Soanza XR 35mg 60 comprimidos,08-2024,0.0
16348,27500,DPrev 2.000UI 60 comprimidos revestidos,08-2024,0.0
16635,18056,Pastilha Ciflogex Sabor Laranja 12un,08-2024,0.0
17113,3080,Bravan 80mg 30 comprimidos revestidos,08-2024,0.0
17869,9440,Coristina D Pro 8 comprimidos,08-2024,0.0
18803,12584,"Eliquis 2,5mg 60 comprimidos revestidos",08-2024,0.0
18830,27656,Inilok 40mg Apsen 60 comprimidos,08-2024,0.0
18989,15884,Coristina D Congest Xarope Sabor Uva 120ml,08-2024,0.0
19095,27920,Dexilant 60mg Takeda 60 cápsulas de liberação retardada,08-2024,0.0
19419,8648,Diminut 75mcg + 20mcg 63 comprimidos revestidos,08-2024,0.0
19623,6524,"Flutivate 0,5mg/g Creme 15g",08-2024,0.0
19634,28326,Fentizol 20mg/ml Spray 30ml,08-2024,0.0
20863,13868,Zinpass EZE 10mg + 10mg 30 comprimidos revestidos,08-2024,0.0
20892,8384,Librene Diu Cobre e Prata Tamanho Mini TCU380AG,08-2024,0.0
21832,30243,Broncho - Vaxom 7mg 30 cápsulas,08-2024,0.0
22760,8696,"Iziz 2,5mg + 1,5mg 84 Comprimidos Revestidos",08-2024,0.0
22796,14144,Miosan CAF 10mg + 60mg 15 comprimidos revestidos,08-2024,0.0
23705,404,Allexofedrin Pediátrico 6mg/ml EMS Sabor Framboesa 60ml,08-2024,0.0
24125,17000,Galvus Met 50mg + 850mg 56 comprimidos revestidos,08-2024,0.0
24285,2120,Suplemento Alimentar Pealiv 300mg 30 comprimidos,08-2024,0.0
26254,20660,Lacto - Purga 6 comprimidos revestidos,08-2024,0.0
26658,4280,Caltren 10mg 30 comprimidos,08-2024,0.0
26666,5156,Tenadren 80mg + 25mg 30 comprimidos,08-2024,0.0
27182,22748,Doss 15.000UI 04 cápsulas gelatinosas moles,08-2024,0.0
27677,21164,"Rehidrat 50 Sabor Natural 4 envelopes de 7,34g",08-2024,0.0
27989,152,Busonid Caps 200mcg Refil 60 cápsulas para inalação,08-2024,0.0
28429,9872,Previgrip Weleda 50ml,08-2024,0.0
28749,30550,Analgésico Tylenol DC Liberação Imediata 20 comprimidos revestidos,08-2024,0.0
29514,1952,Melhoral Infantil 8 comprimidos,08-2024,0.0
30018,15488,Broncho - Vaxom 7mg 30 cápsulas,08-2024,0.0
30154,12488,Dacxi 10mg 30 comprimidos revestidos,08-2024,0.0
30424,11240,Sal de Frutas Eno Guaraná 100g,08-2024,0.0
561,20864,Regulador Intestinal 20 Bí 5 Cápsulas com 335mg,08-2024,1.0
816,15272,Symbicort Turbuhaler 12/400 mcg por inalação 60 doses de pó para inalação,08-2024,1.0
903,9488,Apracur Duo 20 comprimidos,08-2024,1.0
1253,21212,Fibras Tamarine Kids Sabor Morango 240ml,08-2024,1.0
2311,10916,Oximax 400mcg Refil 30 cápsulas de pó para inalação,08-2024,1.0
4959,6488,Flexalgin 300mg + 125mg + 50mg + 30mg 30 comprimidos,08-2024,1.0
5189,18524,Analgésico Dorflex Uno 1g com 10 comprimidos,08-2024,1.0
5430,29032,"Dexador 5mg + 100mg + 100mg + 0,5mg 20 comprimidos revestidos",08-2024,1.0
6028,28827,SeloZok 25mg 60 comprimidos revestidos de liberação controlada,08-2024,1.0
7099,19412,Levoid 50mcg 30 comprimidos,08-2024,1.0
7289,12020,Picbam 5mg 20 comprimidos revestidos,08-2024,1.0
8709,3284,SeloZok 25mg 60 comprimidos revestidos de liberação controlada,08-2024,1.0
9321,17768,Diurix 25mg 30 comprimidos,08-2024,1.0
15048,12500,Embo 5mg 60 comprimidos revestidos,08-2024,1.0
16682,20012,"Livial 2,5mg 28 comprimidos",08-2024,1.0
17513,11264,Sal de Frutas Eno Abacaxi 2 envelopes com 5g cada,08-2024,1.0
17835,17660,Sepurin 120mg + 20mg 20 drágeas,08-2024,1.0
18618,25784,Alurax 2mg 30 Comprimidos,08-2024,1.0
18992,10952,Fluir 12mcg 60 cápsulas de pó para inalação,08-2024,1.0
19474,23900,"Trok 20mg/g + 0,64mg/g Creme Dermatológico 30g",08-2024,1.0
19923,16196,"Fluidificante e Descongestionante Nasal Rinosoro XT Gotas 0,9% 30ml",08-2024,1.0
21449,5864,"Dexador 5mg + 100mg + 100mg + 0,5mg 20 comprimidos revestidos",08-2024,1.0
22566,13964,Cedur Retard 400mg 30 comprimidos revestidos de liberação prolongada,08-2024,1.0
23393,12224,Clopin 75mg 30 comprimidos revestidos,08-2024,1.0
23811,8936,"Dalyne 3,0mg + 0,3mg 21 comprimidos revestidos",08-2024,1.0
24483,5024,"Natrilix 2,5mg 30 drágeas",08-2024,1.0
25332,3392,Aradois 50mg 30 comprimidos revestidos,08-2024,1.0
25525,14984,Buscopan 10mg 20 drágeas,08-2024,1.0
26838,15200,Lacday 10.000 FCC ALU EMS 60 comprimidos mastigáveis,08-2024,1.0
27722,1664,Nevralgex Cimed 10 comprimidos,08-2024,1.0
28546,21800,Dews 5mg/ml Solução Oftálmica 10ml,08-2024,1.0
28802,20576,Cáscara Sagrada 75mg 45 Cápsulas Duras,08-2024,1.0
29610,25916,Folifer 5mg + 150mg 30 comprimidos revestidos,08-2024,1.0
29867,27176,Suplemento Alimentar Calcitran MDK Sabor Menta 30 comprimidos mastigáveis,08-2024,1.0
30647,14852,Analgésico Advil Mulher 400mg 2 Cápsulas Líquidas,08-2024,1.0
30739,20528,Suplemento Hidroeletrolítico Sorox Sabor Limão 550ml,08-2024,1.0
172,13736,Coledue R 10mg + 10mg 30 cápsulas duras,08-2024,2.0
498,5288,Olmecor 20mg 60 comprimidos revestidos,08-2024,2.0
1346,29347,"Flogoral 1,5mg/ml Sabor Laranja 150ml",08-2024,2.0
1604,13604,Vaslip 10mg 30 comprimidos revestidos,08-2024,2.0
1697,4640,"Exforge HCT 160mg + 12,5mg + 10mg 28 comprimidos revestidos",08-2024,2.0
1840,14720,Takil 20mg + 30mg Creme Ginecológico 35g + 7 aplicadores,08-2024,2.0
2237,12644,Ginkomed 80mg 30 comprimidos revestidos,08-2024,2.0
2470,20792,Benestare 625mg 30 comprimidos revestidos,08-2024,2.0
3306,17792,Flogoral 3mg Pastilhas Sabor Laranja 12un,08-2024,2.0
4688,18044,Pastilha Ciflogex Sabor Cereja 12un,08-2024,2.0
6375,28675,Benestare 625mg 30 comprimidos revestidos,08-2024,2.0
6468,13916,"Elpenzo 10mg, 30 Comprimidos Revestidos",08-2024,2.0
7380,4964,"Natrilix SR 1,5mg 30 comprimidos revestidos de liberação prolongada",08-2024,2.0
8071,12104,Ancoron 100mg 60 comprimidos revestidos,08-2024,2.0
9056,18068,Solução Antisséptica Malvatricin 250ml,08-2024,2.0
10307,27704,Pantocal 20mg 28 comprimidos revestidos de liberação retardada,08-2024,2.0
10531,8444,"Femiane 0,075mg + 0,020mg 21 drágeas",08-2024,2.0
11686,21128,Laxante Phosfoenema 130ml,08-2024,2.0
11841,608,Noex 32mcg Spray Nasal 120 doses,08-2024,2.0
12152,20036,Regulador Intestinal Duphalac 667mg/ml Sem Sabor Artificial 200ml,08-2024,2.0
12644,28731,Lipidil 160mg 30 comprimidos revestidos,08-2024,2.0
12916,20240,Lactosil Flora 30 cápsulas,08-2024,2.0
14483,16880,Glifage 850mg 30 comprimidos revestidos,08-2024,2.0
14708,9356,Cimegripe Gotas Pediátrico Sabor Laranja 20ml,08-2024,2.0
15300,8,Niquitin 21mg 7 adesivos transdérmicos transparentes,08-2024,2.0
15906,24152,"Diprosalic 0,5mg/ml + 20mg/ml Solução Dermatológica 30ml",08-2024,2.0
16262,21152,"Rehidrat 50 Sabor Laranja 4 envelopes de 7,625g",08-2024,2.0
16322,5720,Arnica Montana 6CH Almeida Prado Gotas 15ml,08-2024,2.0
16821,10172,Motore 250mg 120 cápsulas,08-2024,2.0
17369,10148,Ginkgo Vital 80mg 30 comprimidos,08-2024,2.0
17434,23060,Prolopa DR 200/50mg 30 comprimidos de liberação modificada,08-2024,2.0
18942,9644,Naldecon Pack Dia e Noite 24 comprimidos,08-2024,2.0
19087,26528,Xarope Transpulmin 200mg/15ml Sabor Menta 150ml,08-2024,2.0
19111,13484,Lipidil 160mg 30 comprimidos revestidos,08-2024,2.0
19308,11132,Camomila Composta Catarinense Solução Oral 150ml,08-2024,2.0
20447,19208,Suplemento Alimentar Femibion 2 28 comprimidos + 28 cápsulas,08-2024,2.0
20663,23360,Fitoscar 60mg/g Pomada 20g,08-2024,2.0
20886,17900,Complexo Homeopático Almeida Prado N 48 60 Comprimidos,08-2024,2.0
20932,3932,"Atensina 0,150mg 30 comprimidos",08-2024,2.0
20968,19328,Synthroid 175mcg 30 comprimidos,08-2024,2.0
21431,17852,"Flogoral 1,5mg/ml Sabor Laranja 150ml",08-2024,2.0
22653,11072,"Bicarbonato de Sódio ADV 10 Sachês de 2,5g cada",08-2024,2.0
23606,18896,Xarope Vick Mel 100ml,08-2024,2.0
23615,19916,"Puran T4 12,5mcg 30 comprimidos",08-2024,2.0
25911,21188,"PlantaBen 3,5g Sabor Artificial Laranja Pó Efervescente 10 envelopes com 5g cada",08-2024,2.0
26946,6476,Cetrolac SL 10mg 10 comprimidos sublinguais,08-2024,2.0
27050,19568,Dienogeste 2mg EMS 30 comprimidos,08-2024,2.0
27586,9368,Chá Stilgrip Sabor Mel e Limão 5g,08-2024,2.0
28349,3236,Aldomet 250mg 30 comprimidos revestidos,08-2024,2.0
28982,4124,Hidrion 40mg + 100mg 20 comprimidos,08-2024,2.0
29396,13652,Livalo 2mg 60 comprimidos revestidos,08-2024,2.0
29667,20948,Lactulife Sabor Artificial Salada de Frutas 120ml,08-2024,2.0
30342,11732,Leite de Magnésia Phillips Original  350ml,08-2024,2.0
532,19892,Puran T4 125mcg 30 comprimidos,08-2024,3.0
861,3560,Bhena 5mg 30 comprimidos revestidos,08-2024,3.0
1847,13472,DuploStat 800mg Abbott 60 Cápsulas Gelatinosas Moles,08-2024,3.0
2104,8564,"Belarina 2mg + 0,02mg 28 comprimidos revestidos",08-2024,3.0
2399,15212,Tropinal 20 comprimidos,08-2024,3.0
3395,584,Naire 20mg 15 comprimidos,08-2024,3.0
3705,25040,"Duomo 4mg Eurofarma, 30 comprimidos",08-2024,3.0
3953,7256,Voltaren Retard 100mg 10 comprimidos  revestidos de liberação prolongada,08-2024,3.0
4230,25016,"Omnic Ocas 0,4mg 30 comprimidos de liberação prolongada",08-2024,3.0
4342,22016,Solução Oftálmica Ster 10mg/ml 5ml,08-2024,3.0
4364,18884,Acetilcisteína 10mg/ml União Química Uso Endovenoso/Inalatório 5 ampolas de 3ml,08-2024,3.0
5311,25448,Aloxidil 50mg/ml Spray Capilar 50ml,08-2024,3.0
7619,14516,Gino-Canesten 6 Dias Creme 35g + 6 aplicadores,08-2024,3.0
7974,2492,Analgésico Novalgina 500mg 10 comprimidos,08-2024,3.0
8990,10448,Caltrate Ca 600mg + D3 200 UI 30 comprimidos revestidos,08-2024,3.0
9072,28111,Xarope Desalex 100ml,08-2024,3.0
9687,10556,Teolong 100mg 30 cápsulas com microgrânulos de liberação prolongada,08-2024,3.0
10091,23768,Loção Oleosa Dersani 200ml,08-2024,3.0
10741,20636,Tamarine 12mg 20 cápsulas,08-2024,3.0
10936,18032,Pastilha Ciflogex Sabor Menta e Limão 12un,08-2024,3.0
11131,29946,Buona 150mg 30 cápsulas,08-2024,3.0
11605,29551,Naire 20mg 15 comprimidos,08-2024,3.0
13366,26408,Teste De Gravidez Clearblue Digital,08-2024,3.0
13798,25544,Angeliq 1mg + 2mg 28 comprimidos revestidos,08-2024,3.0
13830,25772,Buona 150mg 30 cápsulas,08-2024,3.0
13831,14564,Crevagin 30mg/g + 20mg/g Creme Ginecológico 40g + 7 aplicadores,08-2024,3.0
14171,11444,Leite de Magnésia Eno Hortelã 120ml,08-2024,3.0
15722,29646,"Insulina Humalog 300UI Refil para Caneta Eli Lilly, 2un com 3ml de solução de uso subcutâneo",08-2024,3.0
17071,8348,Slinda 4mg 3 blísteres com 28 comprimidos revestidos cada,08-2024,3.0
17212,9128,Flagass 75mg/ml Sabor Laranja 10ml,08-2024,3.0
19537,1064,Xarope Desalex 100ml,08-2024,3.0
20673,3620,Pressat 5mg 30 comprimidos,08-2024,3.0
22696,9908,Betaserc 16mg 30 comprimidos,08-2024,3.0
23638,25952,Imuran 50mg 50 comprimidos revestidos,08-2024,3.0
24281,4256,"Venzer HCT 16mg + 12,5mg 30 comprimidos",08-2024,3.0
24562,1220,"AlleNasal Spray Nasal Antialérgico 120 Doses 16,5ml",08-2024,3.0
24565,3416,Aradois 25mg 60 comprimidos revestidos,08-2024,3.0
24866,13352,Vynaxa 10mg 30 Comprimidos Revestidos,08-2024,3.0
24953,20672,"Fibras Tamarine sem Sabor 10 Sachês de 5,7g cada",08-2024,3.0
26225,16580,"Insulina Humalog 300UI Refil para Caneta Eli Lilly, 2un com 3ml de solução de uso subcutâneo",08-2024,3.0
26859,4016,Micardis Anlo 80mg + 10mg 30 comprimidos,08-2024,3.0
27658,3752,Novanlo 5mg 60 comprimidos,08-2024,3.0
27717,4436,Mesidox 4mg 30 comprimidos,08-2024,3.0
28170,25292,Eniagor 50mg/ml Solução Capilar 50ml,08-2024,3.0
28947,6428,Fledoid 500 Pomada 40g,08-2024,3.0
29781,13400,Venalot 15mg + 90mg 60 comprimidos,08-2024,3.0
30188,27044,Redoxon 2g Sabor Lima-Limão 10 comprimidos efervescentes,08-2024,3.0
30251,15764,Descongestionante Penetro 45ml,08-2024,3.0
553,7676,Mesacol MMX 1200mg 30 comprimidos revestidos de liberação prolongada,08-2024,4.0
2669,15944,"Descongestionante Nasal Salsep Jet Kids 0,9% Spray Jato Contínuo 100ml",08-2024,4.0
2862,27284,Vitamina D3 Addera D3 5.000UI 30 comprimidos revestidos,08-2024,4.0
6454,7748,Betaprospan 5mg/ml 2mg/ml Suspenção Injetável 1 ampola 1ml + seringa + agulha,08-2024,4.0
6767,29633,Symbicort Turbuhaler 6/100mcg 60 doses,08-2024,4.0
7663,2276,Neosaldina Dip 1g 4 comprimidos,08-2024,4.0
8035,12572,Bionginkgo 120mg Bionatus 30 comprimidos,08-2024,4.0
8411,11048,Digeplus 7mg + 40mg + 50mg Aché 30 Cápsulas,08-2024,4.0
8992,27872,Inzelm 20mg 30 Comprimidos Revestidos,08-2024,4.0
9673,2912,"Bravan HCT 160mg + 12,5mg 30 comprimidos",08-2024,4.0
10578,22604,Digesan 10mg 20 cápsulas,08-2024,4.0
10841,1484,Advil 600mg 12 Horas 12 comprimidos revestidos de liberação prolongada,08-2024,4.0
11228,15260,Symbicort Turbuhaler 6/100mcg 60 doses,08-2024,4.0
12028,8456,"Tess 2,0mg + 0,035mg 21 comprimidos revestidos",08-2024,4.0
12451,3128,"Nienza 12,5mg 30 comprimidos",08-2024,4.0
13192,12200,Clopin Duo 75mg + 100mg 30 comprimidos revestidos,08-2024,4.0
13417,26960,Suplemento Alimentar Althaia Vitamina D3 5.000UI 30 cápsulas moles,08-2024,4.0
13486,8828,Gestinol 28 75mcg +30mcg 28 comprimidos revestidos,08-2024,4.0
15175,12752,Marevan 5mg 30 comprimidos,08-2024,4.0
15308,4172,Naprix A 10mg + 5mg 30 cápsulas,08-2024,4.0
16592,10436,Cloreto de Magnésio PA Ifal 33g,08-2024,4.0
16629,8612,"Evra 0,6mg + 6mg 3 adesivos transdérmicos",08-2024,4.0
17598,12692,Perivasc 450mg + 50mg 60 Comprimidos Revestidos,08-2024,4.0
17645,29612,Lisador Cólica 20 comprimidos revestidos,08-2024,4.0
17649,4976,Acertil 10mg 30 comprimidos,08-2024,4.0
17746,23744,Cueca para Hérnia Inguinal Dupla Dilepé Cor Preta Tamanho P,08-2024,4.0
18286,30444,"Esalerg 1,25mg/ml Gotas 20ml",08-2024,4.0
18903,1580,Flanax 275mg 2 Comprimidos Revestidos,08-2024,4.0
19039,20624,Lacto-Leve Sabor Ameixa 120ml,08-2024,4.0
19062,26624,Xarope Clopê Sabor Coco 120ml,08-2024,4.0
19528,5084,Propranolol 10mg 30 comprimidos,08-2024,4.0
20188,14636,Lomecan 2% Creme Vaginal com 3 aplicadores descartáveis 20g,08-2024,4.0
20356,27896,Dexilant 60mg Takeda 30 cápsulas de liberação retardada,08-2024,4.0
20742,8792,Minian 150mcg + 20mcg 21 comprimidos,08-2024,4.0
20861,14252,"AdviPro 11,6mg Gel 60g",08-2024,4.0
21604,26924,Vitamina D3 50.000UI Althaia 10 Cápsulas Moles,08-2024,4.0
22145,21008,Metamucil Pó Sabor Original 210g,08-2024,4.0
22178,92,"Esalerg 0,5mg/ml Xarope Sabor Tutti Frutti 100ml",08-2024,4.0
22782,2936,"Bravan HCT 80mg + 12,5mg 30 comprimidos",08-2024,4.0
23342,15080,Lisador Cólica 20 comprimidos revestidos,08-2024,4.0
25942,4868,"Benicar Triplo 20mg/12,5mg/5mg 30 comprimidos revestidos",08-2024,4.0
26503,1316,Creme Dermatológico Profergan 20mg/g 30g,08-2024,4.0
26579,4796,Benicar 20mg 30 comprimidos revestidos,08-2024,4.0
27214,19712,Euthyrox 50mcg 50 comprimidos,08-2024,4.0
28036,19652,"Libiam 1,25mg 28 comprimidos revestidos",08-2024,4.0
28304,5192,Tenadren 40mg + 25mg 30 comprimidos,08-2024,4.0
29036,15668,Fluidificante e Descongestionante Nasal Wash In 100ml,08-2024,4.0
29168,176,"Esalerg 1,25mg/ml Gotas 20ml",08-2024,4.0
30223,10988,Singulair 5mg 30 comprimidos mastigáveis,08-2024,4.0
30548,764,Beclosol 50mcg/mg Spray Nasal Aquoso com 200 doses 24ml,08-2024,4.0
30606,19772,Euthyrox 88mcg 50 comprimidos,08-2024,4.0
30614,2864,Spidufen 1155mg Sabor Menta Anis com 10 Envelopes de 3g cada,08-2024,4.0
222,1880,Magnopyrol 500mg/ml Gotas 20ml,08-2024,5.0
892,17420,Restaurador da Flora Intestinal Repoflor Pediátrico 200mg 4 envelopes com 1g cada,08-2024,5.0
938,24992,"Dastene 0,5mg 30 cápsulas moles",08-2024,5.0
1816,18200,Desodalina 600mg 60 cápsulas,08-2024,5.0
1947,15788,"Solução Nasal Naridrin 12 Horas 1mg/ml + 0,2mg/ml + 5mg/ml 30ml",08-2024,5.0
3995,25436,Finalop 1mg 30 Comprimidos Revestidos,08-2024,5.0
4132,26288,Penvir Lábia 10mg/g Creme Dermatológico 5g,08-2024,5.0
4148,14996,Buscofem 400mg 20 cápsulas,08-2024,5.0
4760,24176,"Adacne 0,1% Gel 30g",08-2024,5.0
4778,11864,Remilev 250mg + 60mg 20 comprimidos revestidos,08-2024,5.0
4905,29407,"Condroflex 1,5g + 1,2g Sabor Abacaxi 30 sachês com pó para solução oral",08-2024,5.0
5761,29010,Aradois 100mg 30 comprimidos revestidos,08-2024,5.0
6027,26948,Vitamina D3 Althaia 7.000 UI 8 cápsulas moles,08-2024,5.0
7582,23348,"Postec 2,5mg/g + 150UTR/g Pomada 20g",08-2024,5.0
8405,19988,"Sandrena 0,5mg Gel 28 sachês com 0,5g",08-2024,5.0
8449,9704,Chá Vick Pyrena Sabor Mel e Limão 5g,08-2024,5.0
8563,1160,Creme Dermatológico Fenergan 20mg/g 30g,08-2024,5.0
9272,12476,"Embo 2,5mg 60 comprimidos revestidos",08-2024,5.0
9504,11408,Antiácido Sonrisal Sabor Tradicional 2 comprimidos efervescentes,08-2024,5.0
11354,21596,"Solução Oftálmica Lumigan 0,3% 3ml",08-2024,5.0
11408,20084,Probiótico ProHN 30 cápsulas,08-2024,5.0
11672,10472,Artrodar 50mg 30 cápsulas,08-2024,5.0
12150,20924,Suplemento Hidroeletrolítico Hidralyte Uva 500ml,08-2024,5.0
12964,716,"Solução Oftálmica Ster MD 1,2mg/ml 10ml",08-2024,5.0
13420,5276,Olmecor 20mg 30 comprimidos revestidos,08-2024,5.0
13793,18824,Xarope Mucosolvan 30mg/5ml Sabor Morango 120ml,08-2024,5.0
13870,30048,Sinvastacor 10mg 30 comprimidos revestidos,08-2024,5.0
15209,16016,Lavagem Nasal Nasoar XT Refil 15 sachês,08-2024,5.0
16445,30568,Ad-Muc 100mg Pomada Bucal 10g,08-2024,5.0
16679,24692,Oxipelle 10mg/ml Solução Tópica 20ml,08-2024,5.0
17163,21320,Xantinol Complex 12 flaconetes com 10ml cada,08-2024,5.0
17402,11972,Aspirina Prevent 100mg 30 comprimidos revestidos,08-2024,5.0
18050,8480,"Miranova 0,10mg + 0,02mg 21 drágeas",08-2024,5.0
18545,23540,"Drenison 4mcg/cm² Oclusivo 1 Rolo com 7,5cm x 200cm",08-2024,5.0
18638,13976,Sinvastacor 10mg 30 comprimidos revestidos,08-2024,5.0
19261,15440,"Anoro Ellipta 62,5mcg/25mcg 30 doses de pó para inalação",08-2024,5.0
19525,1052,Plurair 50mcg/dose Spray 120 doses 12ml,08-2024,5.0
19529,10880,Seretide Diskus 50mcg + 250mcg 60 doses de pó para inalação,08-2024,5.0
20423,6812,Predsim 3mg/ml 60ml + dosador,08-2024,5.0
22709,1748,Motix FQM 50 Comprimidos,08-2024,5.0
23607,6584,Gamaline V 900mg 30 cápsulas moles,08-2024,5.0
23653,6824,Ibuflex 400mg Legrand 8 cápsulas gelatinosas moles,08-2024,5.0
24027,15800,Solução Nasal Naridrin 15ml,08-2024,5.0
24300,21896,"Solução Oftálmica Timoptol 0,5% 5ml",08-2024,5.0
24776,11204,Sal de Frutas Eno Limão 2 envelopes com 5g,08-2024,5.0
24974,17540,Nevrix 100mg + 100mg + 5mg 60 comprimidos revestidos,08-2024,5.0
25514,3692,Aradois 100mg 30 comprimidos revestidos,08-2024,5.0
27450,10364,Melocox 15mg 10 comprimidos,08-2024,5.0
27746,10496,"Condroflex 1,5g + 1,2g Sabor Abacaxi 30 sachês com pó para solução oral",08-2024,5.0
27833,23456,Ad-Muc 100mg Pomada Bucal 10g,08-2024,5.0
27845,24116,ABC Creme 10mg/g 20g,08-2024,5.0
28596,24476,Kalonat 10ml,08-2024,5.0
30115,23624,Creme Dermatológico Clotrimix 10mg/g 20g,08-2024,5.0
