int64_field_0,venda_id,nome_produto,data_venda,quantidade
36016,17011,"Clotrimazol EMS Sigma Pharma 10mg/g, caixa com 1 bisnaga com 35g de creme de uso vaginal + 6 aplicadores",07-2024,20.0
36093,36823,Suplemento Alimentar Nouve Da 30 Sticks 2g cada,07-2024,20.0
36519,32467,Alenthus XR 150mg caixa com 30 cápsulas,07-2024,20.0
36800,38131,"Ibuprofeno Comprimido Prati-Donaduzzi 600mg, blíster com 10 comprimidos revestidos",07-2024,20.0
36877,6043,"Neo Fedipina 10Mg, Caixa Com 30 Comprimidos",07-2024,20.0
37217,13447,"Gliclazida EMS 30mg, caixa com 30 comprimidos de liberação prolongada",07-2024,20.0
38545,40171,Sonitus PLUS Triptofano 210mcg Kester 60 comprimídos,07-2024,20.0
38584,27259,Sintocalmy 300mg 40 Comprimidos Revestidos,07-2024,20.0
38671,37399,Nimesulida 100mg Genérico Cimed 12 Comprimidos,07-2024,20.0
39050,47977,"Leite de Magnésia de Phillips 1282,50mg/15mL, frasco com 350mL de suspensão de uso oral (sabor tradicional)",07-2024,20.0
41190,28195,Complexo Senna Almeida Prado 46 60 comprimidos,07-2024,20.0
42097,34291,Trezor Rosuvastatina Cálcica 10mg 60 comprimidos,07-2024,20.0
42121,4927,"Brasart BCC 320 + 10mg, caixa com 30 comprimidos revestidos",07-2024,20.0
42567,11899,Desogestrel + Etinilestradiol 150+20Mcg Ache 21 Comprimidos,07-2024,20.0
43004,21247,Floral De Bach Urgencias 30mL,07-2024,20.0
43533,3871,"Press Plus 5mg + 20mg, caixa com 30 cápsulas gelatinosas duras﻿",07-2024,20.0
44609,20455,Acebrofilina Xpe Ped Cim,07-2024,20.0
45126,2215,"Polaramine 0,4mg/mL, caixa com 1 frasco com 120mL de solução de uso oral + copo medidor",07-2024,20.0
45246,13771,Glifage 850 Mg 30 Comprimidos,07-2024,20.0
45288,24187,"Rinosoro 9,0mg mL Descongestionante Spray 30mL",07-2024,20.0
45606,17203,"Takil 20mg + 30mg, caixa com 1 bisnaga com 35g de creme de uso vaginal + 7 aplicadores",07-2024,20.0
45771,30799,Paco 500+30Mg Com 36 Comprimidos,07-2024,20.0
45886,16663,"Oxipelle 10mg/g, caixa com 1 bisnaga com 20g de creme de uso dermatológico",07-2024,20.0
46486,8227,"Montelair 10mg, caixa contendo 60 comprimidos revestidos",07-2024,20.0
47253,24667,"Nasalfree 9,0mg/mL, caixa com 1 frasco spray com 50mL de solução de uso nasal",07-2024,20.0
48046,21727,"Candicort 20Mg G + 0,64Mg G, Caixa Com 1 Bisnaga Com 30G De Pomada De Uso Dermatologico",07-2024,20.0
177,7243,"Nimesulida Eurofarma 100mg, caixa com 12 comprimidos",07-2024,21.0
1903,43711,"Cilostazol Eurofarma 100mg, caixa com 60 comprimidos",07-2024,21.0
3323,40291,Zinco 60 Comprimidos Kester,07-2024,21.0
4384,34303,"Cipide 100Mg, Caixa Com 60 Comprimidos",07-2024,21.0
5836,40351,Glineon Az 60Cpr,07-2024,21.0
8914,24415,Maresis AR Spray Solução Nasal Farmoquímica 100mL,07-2024,21.0
10195,30211,"Rivotril 0,25Mg 30Cpr",07-2024,21.0
10551,44160,"Ceci 1Mg + 2Mg, Caixa Com 28 Comprimidos Revestidos",07-2024,21.0
10831,31783,Amytril 10mg caixa com 30 comprimidos,07-2024,21.0
12989,40699,Sany D 7.000ui 12 Comprimidos Revestidos,07-2024,21.0
14111,23227,Álcool Gel Higienizante Munila Bichinhos Mistos 30g,07-2024,21.0
14925,14743,Vonau Flash 8mg 30 Comprimidos Orodispersíveis,07-2024,21.0
15748,19519,Venaflon 450Mg + 50Mg 60 Comprimidos Revestidos,07-2024,21.0
16639,36619,"Musculare 5Mg, Caixa Com 15 Comprimidos",07-2024,21.0
16731,46365,"Cilostazol Eurofarma 100mg, caixa com 60 comprimidos",07-2024,21.0
19702,14983,"Tansulosina 0,4 Mg 30 Comprimidos Euro",07-2024,21.0
20248,47990,"Venzer 16mg, caixa com 30 comprimidos",07-2024,21.0
20488,13591,Glimepirida 2mg 30 Comprimidos Eurofarma,07-2024,21.0
20550,12415,"Desogestrel 0,075Mg Germed 84 Comprimidos",07-2024,21.0
22520,32947,Hetori 90Mg 7Cpr,07-2024,21.0
23466,7075,"Diclofenaco Sódico Biosintética - Aché 50mg, caixa com 20 comprimidos revestidos",07-2024,21.0
23724,40567,Biotonico Fontoura Frasco Com 400Ml De Solucao De Uso Oral,07-2024,21.0
23778,11911,"Levonorgestrel Melcon 1,5Mg, Caixa Com 1 Comprimido",07-2024,21.0
26183,7987,"Dozemast 1.000Mcg, Caixa Com 90 Comprimidos Sublingual",07-2024,21.0
26594,26527,Esmalte Tratamento Sos Unhas Sorinho,07-2024,21.0
26680,1627,Spidufen 770mg 10 comprimidos,07-2024,21.0
27064,47403,"Cloridrato de Propranolol Pharlab 40mg, caixa com 30 comprimidos",07-2024,21.0
27096,46406,Glimepirida 2mg 30 Comprimidos Eurofarma,07-2024,21.0
27629,5599,"Hemifumarato De Bisoprolol Medley 5Mg, Caixa Com 30 Comprimidos Revestidos",07-2024,21.0
27771,48165,Gel Bucal Gengi Baby 10g,07-2024,21.0
27812,25747,"Forfig 200Mg, Caixa Com 60 Comprimidos Revestidos",07-2024,21.0
28073,40519,Sulfato Ferrosso 60Cpr Zz,07-2024,21.0
28187,18139,Versa 40mg Injetável 2 Seringas Preenchidas,07-2024,21.0
28778,4483,Benicar HCT 40mg + 25mg com 30 comprimidos,07-2024,21.0
28890,42775,"Dprev Todo Dia Gotas 1000Ui 10Ml, Frasco Gotejador Com 10Ml Solucao De Uso Oral",07-2024,21.0
30485,235,"Ibuprofeno Biosintética - Aché 100mg/mL, caixa com 1 frasco gotejador com 20mL de suspensão de uso oral",07-2024,21.0
30514,43849,Pastilha Vick Cereja 5 unidades,07-2024,21.0
30663,12559,"Ceci 1Mg + 2Mg, Caixa Com 28 Comprimidos Revestidos",07-2024,21.0
30936,3787,"Aradois 50Mg, Caixa Com 30 Comprimidos Revestidos",07-2024,21.0
30943,12547,Diminut 0075 + 002mg caixa com 63 comprimidos revestidos,07-2024,21.0
32571,41947,Carbolitium 300Mg Com 60 Comprimidos Revestidos,07-2024,21.0
32848,33079,Risperidona Gts 30Ml Prat,07-2024,21.0
33867,18079,Niquitin 21Mg 7 Adesivos,07-2024,21.0
34549,19675,"Labirin 16Mg, Caixa Com 30 Comprimidos",07-2024,21.0
35112,19,Ibuliv 400 mg 8 cápsulas gelatinosas moles,07-2024,21.0
36158,11311,@ Monuril Po 2Env,07-2024,21.0
36480,21139,"Osteonutri Medley 600mg + 400UI, caixa com 30 comprimidos revestidos",07-2024,21.0
37891,25111,Simeticona Gotas 15 Ml Med Gen,07-2024,21.0
38231,6391,"Cloridrato de Propranolol Pharlab 40mg, caixa com 30 comprimidos",07-2024,21.0
38722,8575,Relvar Ellipta 100mcg + 25mcg com 30 doses,07-2024,21.0
38818,36403,Bendita Canfora Gel Bravir 1 Unidade Com 80G,07-2024,21.0
39602,20263,Liberaflux 100Ml,07-2024,21.0
42414,35875,Colageno Tipo 2 Flex Ha Com 30 Capsulas,07-2024,21.0
42650,5419,"Venzer 16mg, caixa com 30 comprimidos",07-2024,21.0
43495,8755,Amoxicilina 500mg + Clavulanato de Potássio 125mg Sandoz 12 Comprimidos,07-2024,21.0
44101,25087,Pastilha Vick Cereja 5 unidades,07-2024,21.0
44582,14383,"Repoflor 100Mg, Caixa Com 12 Capsulas Gelatinosas Duras",07-2024,21.0
44586,18847,Rabeprazol Sodico 20 Mg 28 Comprimidos Sdz,07-2024,21.0
45760,16003,Naldecon Dia Caixa Com 24 Comprimidos,07-2024,21.0
46347,22039,Gel Bucal Gengi Baby 10g,07-2024,21.0
46941,29479,Foxis 200mg 15caps,07-2024,21.0
47326,2995,Zyxem Dicloridrato de Levocetirizina 5mg mL Gotas 20mL,07-2024,21.0
47750,6547,Coversyl Plus 4 + 125mg caixa com 30 comprimidos,07-2024,21.0
47758,1327,"Dipirona Monoidratada Neo Química 1g, caixa com 10 comprimidos",07-2024,21.0
1288,30979,TOPIRAMATO 100MG 60CPR EUR,07-2024,22.0
4356,44533,Claritromicina 500mg EMS 10 Comprimidos,07-2024,22.0
4605,15055,"Combodart 0,5mg + 0,4mg, caixa com 90 cápsulas gelatinosas duras",07-2024,22.0
4789,20491,Carbocisteína 50mg mL Xarope 100mL Prati Donaduzzi Genérico,07-2024,22.0
5813,24367,Noex Budesonida 100mcg Spray Nasal Aerossol 100 doses,07-2024,22.0
5930,31819,Dimorf 10mg caixa com 50 cápsulas,07-2024,22.0
6736,37471,"Arflex Retard 200Mg, Caixa Com 6 Capsulas De Acao Prolongada",07-2024,22.0
6903,4795,Anti-Hipertensivo Brasart Mono 320Mg 30 Comprimidos,07-2024,22.0
8346,9739,Astro 500mg 3 Comprimidos,07-2024,22.0
8980,13867,"Glibenclamida Neo Química 5mg, caixa com 30 comprimidos",07-2024,22.0
9438,45029,"Naproxeno Neo Química 550mg, caixa com 10 comprimidos revestidos",07-2024,22.0
9556,39859,"Maxalt 10Mg, Caixa Com 2 Comprimidos Revestidos",07-2024,22.0
9710,41575,"Ofolato D 1.000UI, caixa com 30 comprimidos",07-2024,22.0
10048,36835,Zinpass + Eze 20Mg 10Mg Com 30 Comprimidos Revestidos,07-2024,22.0
10131,16999,Gynazole-1 20mg g Creme Vaginal,07-2024,22.0
10167,3163,"Succinato De Metoprolol Medley100Mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Prolongada",07-2024,22.0
10596,12907,"Cerazette 75mcg, caixa com 28 comprimidos revestidos",07-2024,22.0
11810,8047,"Cloridrato de Amiodarona Geolab 200mg, caixa com 30 comprimidos",07-2024,22.0
12600,2275,"Allexofedrin D 60 + 120mg, caixa com 10 comprimidos revestidos",07-2024,22.0
12976,13495,"Aglucose 100mg, caixa com 30 comprimidos",07-2024,22.0
13647,7351,"Naproxeno Neo Química 550mg, caixa com 10 comprimidos revestidos",07-2024,22.0
14684,26191,"Sal de Frutas Eno frasco com 100g de pó efervescente de uso oral, abacaxi",07-2024,22.0
15599,1711,"Lidopass 50Mg G, Caixa Com 1 Bisnaga Com 25G De Pomada De Uso Dermatologico, Sabor Laranja",07-2024,22.0
15698,26779,"Diupress 25mg + 5mg, caixa com 20 comprimidos",07-2024,22.0
16723,15019,"Duomo HP 2mg + 5 mg, caixa com 30 cápsulas duras",07-2024,22.0
16770,34183,GENFIBROZILA 600 24CPR EMS GEN,07-2024,22.0
17765,47013,Acebrofilina 25mg 5ml Aché Biosintética Xarope com 120mL Pediátrica,07-2024,22.0
20227,8659,Foraseq 12mcg + 400mcg 120 cápsulas para inalação,07-2024,22.0
20305,13975,Insulina Humana Novolin Regular 100ui com 1 frasco contendo 10ml,07-2024,22.0
21155,1987,Claritin 10mg 12 Comprimidos,07-2024,22.0
21473,13939,Galvus 50mg Caixa com 56 Comprimidos,07-2024,22.0
23533,24859,Vick Vaporub 30 Gramas Pomada,07-2024,22.0
24151,47353,Galvus 50mg Caixa com 56 Comprimidos,07-2024,22.0
25677,16387,Naldecon Pack blíster com 6 comprimidos,07-2024,22.0
26553,43848,"Glibenclamida Neo Química 5mg, caixa com 30 comprimidos",07-2024,22.0
26901,7507,"Spidufen 1155mg, caixa com 10 envelopes com 3g de granulado de uso oral, sabor menta anis",07-2024,22.0
26920,5503,Atenolol 100mg Medley 30 comprimidos,07-2024,22.0
27471,39259,"Euthyrox 25mcg, caixa com 50 comprimidos",07-2024,22.0
27480,6871,"Octifen 0,25mg/mL, caixa com 1 frasco com 5mL de solução de uso oftálmico",07-2024,22.0
27723,9415,Claritromicina 500mg EMS 10 Comprimidos,07-2024,22.0
28190,42727,"Puravit Multi Tutti-Frutti, 120mL",07-2024,22.0
28476,34687,"Ezetimiba Ems 10Mg, Caixa Com 15 Comprimidos",07-2024,22.0
28589,37615,"Bálsamo Bengué 0,25g/g + 0,25g/g, caixa com 1 bisnaga com 20g de pomada de uso dermatológico",07-2024,22.0
29003,10279,Adacne Clin 1 + 10mg gel bisnaga com 45g,07-2024,22.0
29019,12691,"Acetofenida De Algestona + Enantato De Estradiol Mabra 150Mg Ml + 10Mg Ml, Caixa Com 1 Ampola Com 1Ml De Solucao De Uso Intramuscular",07-2024,22.0
29059,12931,"Juliet 0,075mg 28 Comprimidos",07-2024,22.0
29323,6007,Besilato De Anlodipino 5Mg Com 30 Comprimidos Neo Quimica,07-2024,22.0
31417,26707,"Indapamida 1,5mg 30 comprimidos EMS Genérico",07-2024,22.0
31701,10255,Azitromicina 1g Germed 1 Comprimido Revestido,07-2024,22.0
31732,6103,Cloridrato De Diltiazem Nova Química 30Mg Caixa Com 50 Comprimidos,07-2024,22.0
32051,6235,"Exforge HCT 160mg + 12,5mg + 5mg, caixa com 28 comprimidos revestidos﻿",07-2024,22.0
32172,34555,Lipanon Retard 30 Capsulas,07-2024,22.0
32734,41863,Neutrofer Folico 30Cpr,07-2024,22.0
33173,34087,Crestor 20mg caixa com 30 comprimidos revestidos,07-2024,22.0
33300,30667,Daforin 20mg 3 blísteres com 20 comprimidos revestidos,07-2024,22.0
33558,26083,"Gastrol 185mg + 231,5mg + 178mg, blíster com 10 pastilhas",07-2024,22.0
33817,44762,Gel Calmante de Arnica Boiron Arnilivium Gel 45g,07-2024,22.0
34316,24523,"Benalet 5Mg + 50Mg + 10Mg, Caixa Com 12 Pastilhas, Sabor Menta",07-2024,22.0
34440,1171,"Tylenol Dc 500Mg, Caixa Com 20 Comprimidos",07-2024,22.0
34613,32083,Ansitec 10Mg 60Cpr,07-2024,22.0
34692,13543,Humulin N 2 refis com 30ml,07-2024,22.0
34741,13483,Gliclazida 60 Mg 60 Comprimidos Ems,07-2024,22.0
35711,11947,"Diad 0,75mg, caixa com 2 comprimidos",07-2024,22.0
36101,29839,Hemifumarato de Quetiapina 25mg 30 Comprimidos Revestidos - Biolab,07-2024,22.0
36305,3439,"Corus 50Mg, Caixa Com 30 Comprimidos Revestidos",07-2024,22.0
36307,40099,Policalcio 600+D3 frasco com  60 Comprimidos Revestido,07-2024,22.0
37072,19363,Reparil Gel 30g,07-2024,22.0
37091,16879,"Nitrato De Miconazol Locao Cimed 20Mg G, Caixa Com 1 Frasco Com 30Ml De Locao De Uso Dermatologico",07-2024,22.0
37168,34783,Atorvastatina 10 Mg 30 Comprimidos Eur,07-2024,22.0
37805,19543,"Creme Para Varizes Varicell Pele Normal, 300G",07-2024,22.0
38055,29599,Etira 100mg sol oral 100ml+ser dos,07-2024,22.0
38459,41143,Protect Wellmune caixa com 20 cápsulas,07-2024,22.0
38776,43807,"Bissulfato de Clopidogrel Sandoz 75mg, caixa com 28 comprimidos revestidos",07-2024,22.0
39533,18259,Neotoss Xarope Adulto 100 Ml,07-2024,22.0
39925,28063,"Geleia FiberMais ameixa, pote com 190g",07-2024,22.0
40367,22555,Trok N Pomada 30g,07-2024,22.0
40779,22735,Prednisolona 20mg Germed 10 Comprimidos,07-2024,22.0
40910,36343,Gel Calmante de Arnica Boiron Arnilivium Gel 45g,07-2024,22.0
40911,40603,"Sof D 7000UI, caixa com 8 cápsulas gelatinosas moles",07-2024,22.0
41231,18499,Nexium 40mg com 28 comprimidos,07-2024,22.0
41236,36763,Motix Pomada Bisnaga Com 50G De Pomada De Uso Dermatologico,07-2024,22.0
41841,26863,"Hidroclorotiazida Medquimica 25Mg, Caixa Com 30 Comprimidos",07-2024,22.0
42251,44729,Daforin 20mg 3 blísteres com 20 comprimidos revestidos,07-2024,22.0
42497,43399,Suplemento de Arginina Reforgan 250mg com 30 comprimidos,07-2024,22.0
43308,29587,Quetros 25Mg Com 30 Comprimidos Aché,07-2024,22.0
43647,1399,"Paracetamol Prati-Donaduzzi 500mg, caixa com 20 comprimidos",07-2024,22.0
44849,30403,Cloridrato de Sibutramina - EMS 15mg caixa com 30 cápsulas,07-2024,22.0
44901,41407,Aceviton Arginina Laranja 16 Comprimidos Efervecente,07-2024,22.0
45260,17563,Tamoxifeno 20Mg 30Cp Blau,07-2024,22.0
45412,13423,"Nesina Pio 25Mg + 30Mg, Caixa Com 30 Comprimidos Revestidos",07-2024,22.0
45756,22267,"Predsim Comprimido 40Mg, Caixa Com 10 Comprimidos",07-2024,22.0
46134,34339,Rosuvastatina 10Mg Com 30 Comprimidos Althaia,07-2024,22.0
46227,16051,Oscillococcinum 6 Tubos Com 1G De Globulos,07-2024,22.0
46910,42607,Endofolin 5 Mg 30 Comprimidos,07-2024,22.0
47128,21175,"Suplemento Calceos Kids Cereja, 200Ml",07-2024,22.0
47856,27151,Keltrina Plus 5  Loção Cremosa 60mL,07-2024,22.0
47871,38491,"Viagra 50mg, 2 comprimidos",07-2024,22.0
48089,20299,Acebrofilina 25mg 5ml Aché Biosintética Xarope com 120mL Pediátrica,07-2024,22.0
32,21259,Floral de Bach Polinize Sentimento de Ansiedade 30mL,07-2024,23.0
2258,41071,DTN-fol 400mcg + 10mg 90 Cápsulas Gelatinosa Moles,07-2024,23.0
2513,16591,"Secnidazol Nova Quimica 1000Mg, Caixa Com 4 Comprimidos Revestidos",07-2024,23.0
2897,18979,Diosmin creme 200gr,07-2024,23.0
3805,14263,"Pedialyte Pro frasco com 500mL de solução oral, sabor maçã",07-2024,23.0
4395,41743,Complexo B Ems Caixa Com 1 Frasco Com 120Ml De Xarope,07-2024,23.0
4490,18223,Gotas Binelli Dropropizina 30mg mL Solução Oral 10mL,07-2024,23.0
4705,34891,"Plenance 5Mg, Caixa Com 30 Comprimidos Revestidos",07-2024,23.0
5294,25447,Simeticona 75mg ml Frasco 15ml - Cimed,07-2024,23.0
5996,12115,"Drospirenona + Etinilestradiol 3Mg + 0,02Mg Eurofarma 24 Comprimidos",07-2024,23.0
6568,11671,"Allestra 20 0,02mg + 0,075mg, caixa com 21 comprimidos revestidos",07-2024,23.0
6730,24679,"Malvatricin Spray 1mg/mL + 2mg/mL + 4mg/mL, caixa com 1 frasco spray com 50mL de solução de uso tópico",07-2024,23.0
7778,33235,Neozine 25mg caixa com 20 comprimidos revestidos,07-2024,23.0
8355,3991,"Aradois HTC 50 12,5mg 30 Comprimidos",07-2024,23.0
8694,48057,"Kwell 10mg/g, caixa com 1 frasco com 60mL de loção de uso capilar",07-2024,23.0
8787,15067,"Combodart 0,5Mg + 0,4Mg, Caixa Com 30 Capsulas Gelatinosas Duras",07-2024,23.0
9023,8803,Azitromicina 500mg Geolab 3 Comprimidos Revestidos,07-2024,23.0
9068,9139,"Levofloxacino 750Mg Ache, Caixa Com 5 Comprimidos Revestidos",07-2024,23.0
9154,34495,Ciprofibrato 100mg 30 comprimidos Biolab Genérico,07-2024,23.0
9431,43795,"Bissulfato de Clopidogrel Nova Química 75mg, caixa com 28 comprimidos revestidos",07-2024,23.0
10760,8647,Refil Foraseq Fumarato de Formoterol Di-Hidratado 12mcg + Budesonida 400mcg 120 cápsulas para inalação,07-2024,23.0
11198,1339,"Ibuprofeno Comprimido Neo Química 400mg, caixa com 10 comprimidos",07-2024,23.0
12019,46965,Hidratante Anal em Gel Pro com 3g c 10 Bisnaga,07-2024,23.0
12555,6703,"Besilato de Anlodipino Vitamedic 10mg, caixa com 30 comprimidos",07-2024,23.0
12557,30295,Pamelor 25mg 30 Cápsulas Gel Duras,07-2024,23.0
12568,40951,Folifer Gotas 30Ml,07-2024,23.0
14159,33211,Stilnox 10mg caixa com 20 comprimidos,07-2024,23.0
14765,25483,"Epocler 100mg mL + 50mg mL + 10mg mL, caixa com 6 flaconetes com 10mL de solução de uso oral",07-2024,23.0
15339,7495,"Spidufen 1155mg, caixa com 10 envelopes com 3g de granulado de uso oral, sabor damasco",07-2024,23.0
18110,43747,"Cebralat 100mg, caixa com 60 comprimidos",07-2024,23.0
19741,44278,Prebictal 100Mg Com 30 Capsulas,07-2024,23.0
19950,46502,"Flavonid 450Mg + 50Mg, Caixa Com 30 Comprimidos Revestidos",07-2024,23.0
20714,21019,"Aminofilina Comprimido Teuto 200Mg, Caixa Com 20 Comprimidos",07-2024,23.0
20832,32263,Paroxetina 20Mg 30Cpr Med,07-2024,23.0
21186,33727,Venlift OD 150mg 30 Cápsulas,07-2024,23.0
21221,13063,"Liberfem 2mg + 0,03mg, caixa com 21 comprimidos revestidos",07-2024,23.0
21222,7159,"Piroxicam Cápsula EMS 20mg, caixa com 15 cápsulas gelatinosas duras",07-2024,23.0
21843,31195,Esc 20mg 60 Comprimidos Revestidos,07-2024,23.0
21918,32419,Hemifumarato de Quetiapina 100mg Medley 30 Comprimidos Revestidos,07-2024,23.0
22131,16711,Gyno-Icaden Creme Vaginal 40g + 7 Aplicadores,07-2024,23.0
23673,8959,Zirk 500mg 5 Comprimidos Revestidos,07-2024,23.0
24826,46652,Simeticona 75mg ml Frasco 15ml - Cimed,07-2024,23.0
24897,12583,"Elani Ciclo 3 + 0,03Mg, Caixa Com 21 Comprimidos Revestidos",07-2024,23.0
25573,46863,"Besilato de Anlodipino Vitamedic 10mg, caixa com 30 comprimidos",07-2024,23.0
25582,6679,"Cloridrato de Propranolol União Química 40mg, caixa com 30 comprimidos",07-2024,23.0
26753,38971,"Suprelle 1mg + 0,5mg, caixa com 28 comprimidos revestidos",07-2024,23.0
26990,45727,"Plenance 5Mg, Caixa Com 30 Comprimidos Revestidos",07-2024,23.0
28300,48192,"Cilostazol Eurofarma 100Mg, Caixa Com 30 Comprimidos",07-2024,23.0
29259,8539,"Trelegy 100Mcg + 62,5Mcg + 25Mcg, Caixa Com 30 Doses De Po Para Inalacao De Uso Oral + Dispositivo Inalatorio",07-2024,23.0
30431,2671,Dexclorfeniramina Beta 2Mg 20Cpr Nq,07-2024,23.0
31086,29311,Luvox 100mg 60 Comprimidos Revestidos,07-2024,23.0
31209,48083,Zirk 500mg 5 Comprimidos Revestidos,07-2024,23.0
31716,27247,"Ivermectina Vitamedic 6Mg, Caixa Com 4 Comprimidos",07-2024,23.0
33076,33715,Torval CR 300mg caixa com 30 comprimidos,07-2024,23.0
33351,11863,Level Com 3 X 21 Comprimidos Revestidos,07-2024,23.0
33371,39835,"Cloridrato De Naratriptana Nova Quimica 2,5Mg, Caixa Com 4 Comprimidos Revestidos",07-2024,23.0
33635,43699,"Cilostazol Eurofarma 100Mg, Caixa Com 30 Comprimidos",07-2024,23.0
34248,19411,"Flavonid 450Mg + 50Mg, Caixa Com 30 Comprimidos Revestidos",07-2024,23.0
35794,19987,Ixium 50mg creme dermatológico 12 sachês com 025g,07-2024,23.0
36079,32455,Maleato de Midazolam - Medley 15mg caixa com 30 comprimidos,07-2024,23.0
39267,37075,Hidratante Anal em Gel Pro com 3g c 10 Bisnaga,07-2024,23.0
39334,18787,Mesalazina 400mg 30 comprimidos Neo Química Genérico,07-2024,23.0
39530,9859,Cefadroxila 500mg Eurofarma 8 Cápsulas,07-2024,23.0
39789,22123,"Diprosone 0,64mg g Creme",07-2024,23.0
39823,12763,"Desogestrel Melcon 0,075mg, caixa com 28 comprimidos revestidos",07-2024,23.0
40343,27079,"Kwell 10mg/g, caixa com 1 frasco com 60mL de loção de uso capilar",07-2024,23.0
40557,17035,Ginna Creme Vaginal 40g,07-2024,23.0
40653,39091,"Indux 50Mg, Caixa Com 10 Comprimidos",07-2024,23.0
40707,35419,Probiótico Colidis Gotas 5mL,07-2024,23.0
40882,6511,Acertil 5mg 30 Comprimidos,07-2024,23.0
40997,21535,"Novaderm Creme 5mg/g + 5mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",07-2024,23.0
41753,38095,Flexive CDM 350mg g Creme Dermatológico 50g,07-2024,23.0
41855,34903,"Ebatz 4Mg, Caixa Com 30 Comprimidos Revestidos",07-2024,23.0
42526,4507,"Benicar HCT 40mg + 12,5mg com 30 Comprimidos",07-2024,23.0
43492,47648,"Epocler 100mg mL + 50mg mL + 10mg mL, caixa com 6 flaconetes com 10mL de solução de uso oral",07-2024,23.0
43569,40339,Suplemento Alimentar Algi Ósseo Com 30 Comprimidos,07-2024,23.0
43718,12607,"Gestinol 0,30mg+0,075mg 84 Comprimidos Revestidos",07-2024,23.0
43990,10471,@ Rifamicina Spray 20Ml Med,07-2024,23.0
44002,46813,Luvox 100mg 60 Comprimidos Revestidos,07-2024,23.0
44052,3715,Atacand 8mg caixa com 30 comprimidos,07-2024,23.0
44862,21739,"Candicort 20mg/g + 0,64mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",07-2024,23.0
46202,4495,"Benicaranlo 40Mg + 5Mg, Caixa Com 30 Comprimidos Revestidos",07-2024,23.0
47040,47152,Dexclorfeniramina Beta 2Mg 20Cpr Nq,07-2024,23.0
47228,8035,Cloridrato de Propafenona Althaia 300Mg com 30 Comprimidos Revestidos,07-2024,23.0
47670,34027,Prebictal 100Mg Com 30 Capsulas,07-2024,23.0
48102,9439,Cloridrato de Moxifloxacino 400mg EMS 5 Comprimidos Revestidos,07-2024,23.0
845,9091,Amoxicilina 500mg Bio 21 Cápsulas,07-2024,24.0
1506,9247,Quadriderm Pomada 20g,07-2024,24.0
2347,44541,"Betametasona Elixir 0,5mg 5ml EMS 120ml",07-2024,24.0
3394,27175,Permetrina 10mg g Loção 60mL Prati Donaduzzi Genérico,07-2024,24.0
4415,31999,Procimax 40mg caixa com 28 comprimidos revestidos,07-2024,24.0
5164,28015,Óleo de Rícino Farmax frasco com 30mL de óleo de uso oral,07-2024,24.0
6367,31855,Lorazepam 2mg 20 Comprimidos,07-2024,24.0
6678,20503,"Cloridrato De Ambroxol Cimed 6Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope + Copo Medidor",07-2024,24.0
7008,20059,"Aciclovir Creme Prati-Donaduzzi 50mg/g, caixa com 1 bisnaga com 10g de creme de uso dermatológico",07-2024,24.0
7071,30643,Deposteron 200mg 2ml com 3 Ampolas,07-2024,24.0
7662,42163,"Ultrafer 50Mg Ml, Caixa Com 1 Frasco Gotejador Com 30Ml De Solucao De Uso Oral",07-2024,24.0
10248,29551,Zolfest D 10Mg 20Cpr,07-2024,24.0
10885,3907,"Pressat 2,5mg, caixa com 30 comprimidos",07-2024,24.0
11301,25567,Estomazil Pó Efervescente Sabor Abacaxi Frasco 100g,07-2024,24.0
11385,23395,Pantogar 60 Cápsulas Biolab,07-2024,24.0
11546,9775,Cefalexina 50mg Eurofarma Suspensão Oral 100ml,07-2024,24.0
11995,35575,20Bi 30Cap,07-2024,24.0
13407,30307,Cloridrato de Sertralina 50mg Cimed 30 Comprimidos Revestidos,07-2024,24.0
13645,3847,"Novanlo 2,5mg, caixa com 30 comprimidos",07-2024,24.0
14332,21055,Spray Nasal Vick Primeira Proteção 15mL,07-2024,24.0
14397,47647,Diosmin SDU 900mg + 100mg Aché 30 Sachês Sabor Laranja Limão,07-2024,24.0
14463,35971,Elastigem 30 Saches,07-2024,24.0
14476,36523,"Sulglic 1,5g, caixa com 30 envelopes com 3,95g de pó para solução de uso oral",07-2024,24.0
15786,19375,"Venolise 26,7mg, caixa com 30 comprimidos revestidos",07-2024,24.0
15883,42487,Vitergan Zinco 30 comprimidos,07-2024,24.0
17137,42907,"Dprev Caps 50000UI, caixa com 12 cápsulas moles",07-2024,24.0
18455,26479,"Cloridrato De Metoclopramida Gotas Teuto 4Mg Ml, Caixa Com 1 Frasco Gotejador Com 10Ml De Solucao De Uso Oral",07-2024,24.0
18633,16303,"Gripinew 250mg + 30mg + 250mg + 2mg, caixa com 20 comprimidos revestidos",07-2024,24.0
19063,19015,Diosmin SDU 900mg + 100mg Aché 30 Sachês Sabor Laranja Limão,07-2024,24.0
20515,39415,"Euthyrox 112mcg, caixa com 50 comprimidos",07-2024,24.0
20617,21655,Flixotide Spray 50mcg GSK 120 doses,07-2024,24.0
