Farmácia,Nome,Marca,GTIN,Codigo,Sub_categoria,Preco_unitario,Preco_com_desconto,Preco_pix,Desconto,Desconto_com_pix,Link,Desconto_percentual,Desconto_pix_percentual
Farmaponte,Adocante Linea Sucralose 50 Envelope,None,7896001250819,Cód: 797841,Adoçantes,10.85,10.63,10.63,0.22,0.22,https://www.farmaponte.com.br/linea-adocante-sucralose-50env/p,,-2
Farmaponte,Olmecor 40 Mg 30 Comprimidos,Torrent,8902220114784,Cód: 1029087,Anti-hipertensivos,57.66,45.21,45.21,12.45,12.45,https://www.farmaponte.com.br/xx-olmecor-40mg-30cpr/p,,-22
Farmaponte,Rinosoft Baby Aerosol 100ml,Kley Hertz Farmacêutica,7896331707014,Cód: 1036520,Descongestionante Nasal,88.0,40.29,40.29,47.71,47.71,https://www.farmaponte.com.br/rinosoft-baby-spray-100ml/p,,-54
Farmaponte,Risperidona 3mg Eurofarma 30 Comprimidos Revestidos,Eurofarma,7891317446659,Cód: 1038459,Psicotropico,43.05,40.92,40.92,2.13,2.13,https://www.farmaponte.com.br/risperidona-3mg-30cpr-eur/p,,-5
Farmaponte,Clotrimazol 10 Mg Creme Vaginal 6 Apliocador Med,Medley,7896422506427,Cód: 181536,Antimicotico,67.76,51.14,51.14,16.62,16.62,https://www.farmaponte.com.br/clotrimazol-10mg-cr-vag-6apl-med/p,,-25
Farmaponte,Pos Sol Sunless 120ml,Sunless,7896902214231,Cód: 1039955,Anti Histaminico E Antialergico Topico,29.99,29.39,29.39,0.6,0.6,https://www.farmaponte.com.br/pos-sol-sunless-120ml/p,,-2
Farmaponte,Dramavit B6 Gotas 20ml,Neo Química,7896622304847,Cód: 1002005,Antiemetico,18.63,16.72,16.72,1.91,1.91,https://www.farmaponte.com.br/dramavit-b6-gts-20ml/p,,-10
Farmaponte,Levofloxacino 750mg Com 7 Comprimidos Revestidos Aché Biosintética Genérico,Biosintética - Aché,7896658036354,Cód: 1041170,Antibiotico,112.74,62.97,62.97,49.77,49.77,https://www.farmaponte.com.br/levofloxacino-750mg-ache-caixa-com-7-comprimidos-revestidos/p,,-44
Farmaponte,Esmalte Tratamento Sos Unhas Dtone,Top Beauty,7899083126485,Cód: 1040262,Digestivo,7.99,7.83,7.83,0.16,0.16,https://www.farmaponte.com.br/esmalte-tratamento-sos-unhas-dtone/p,,-2
Farmaponte,"Allestra 20mg 0,075mg + 0,020mg, Caixa Com 21 Comprimidos Revestidos",Aché,7896658036989,Cód: 1040886,Anticoncepcional,41.29,37.23,37.23,4.06,4.06,https://www.farmaponte.com.br/allestra-20-0075mg-0020mg-caixa-com-21-comprimidos-revestidos/p,,-10
Farmaponte,Neolefrin Xarope Sabor Cereja 60ml,Neo Química,7896714254784,Cód: 1023477,Antigripal,26.08,21.8,21.8,4.28,4.28,https://www.farmaponte.com.br/neolefrin-xpe-60ml/p,,-16
Farmaponte,Plenance 5mg 90 Comprimidos,None,7896094210172,Cód: 1035759,Redutor De Colesterol Antihipertensivo,102.81,84.63,84.63,18.18,18.18,https://www.farmaponte.com.br/plenance-5mg-90cpr/p,,-18
Farmaponte,Esalerg 5mg 10 Comprimidos Revestidos,None,7896658018992,Cód: 1013575,Anti Histaminico E Antialergico Topico,66.5,52.14,52.14,14.36,14.36,https://www.farmaponte.com.br/esalerg-5mg-10cpr/p,,-22
Farmaponte,Duphaston 10mg Com 28 Comprimidos Revestidos Abbott,Abbott Do Brasil,7896255766333,Cód: 1000146,Tratamento De Distúrbios Hormonais,83.79,73.9,73.9,9.89,9.89,https://www.farmaponte.com.br/duphaston-10mg-28cpr/p,,-12
Farmaponte,Ezetimiba - Althaia 10mg Caixa 30 Comprimidos Revestidos,Althaia,7898569762674,Cód: 1025905,Redutor De Colesterol Antihipertensivo,87.74,31.81,31.81,55.93,55.93,https://www.farmaponte.com.br/ezetimiba-10mg-30cpr-alth/p,,-64
Farmaponte,K-Med Ice Gel Lubrificante Íntimo 200g,None,7896523201498,Cód: 1046412,Lubrificante íntimo,64.35,37.23,37.23,27.12,27.12,https://www.farmaponte.com.br/k-med-ice-gel-lubrificante-intimo-200g/p,,-42
Farmaponte,Cronobe Complex 30 Comprimidos,None,7896112406495,Cód: 1046695,Vitaminas & Minerais,96.41,83.14,83.14,13.27,13.27,https://www.farmaponte.com.br/cronobe-complex-30cpr/p,,-14
Farmaponte,Adapaleno Gel 30gr Med,None,7896422515122,Cód: 806289,Antiacneico,58.19,38.21,38.21,19.98,19.98,https://www.farmaponte.com.br/adapaleno-gel-30gr-med/p,,-34
Farmaponte,Polivitamínico Centrum Select Mulher 30 Comprimidos,None,7896009498213,Cód: 1026983,Vitaminas & Minerais,106.15,93.63,93.63,12.52,12.52,https://www.farmaponte.com.br/suplemento-alimentar-centrum-select-mulher-50-30-comprimidos/p,,-12
Farmaponte,Vitamina Neo Química Homem 60 Comprimidos,Vitamina,7896714273471,Cód: 1047168,Vitaminas & Minerais,83.45,29.3,29.3,54.15,54.15,https://www.farmaponte.com.br/vitamina-neo-quimica-homem-60-comprimidos/p,,-65
Farmaponte,Vitaceklin Efervescente 30 Comprimidos,None,7908135002278,Cód: 1044383,Vitaminas & Minerais,33.0,29.11,29.11,3.89,3.89,https://www.farmaponte.com.br/vitaceklin-1gr-com-30-comprimidos-efervescentes/p,,-12
Farmaponte,Vitaceklin Triplação Efervescente 15 Comprimidos,None,7908135002254,Cód: 1044489,Vitaminas & Minerais,24.97,24.47,24.47,0.5,0.5,https://www.farmaponte.com.br/vitamina-c-vitaceklin-tripla-acao-1gr-15cpr-evefercentes/p,,-2
Farmaponte,Sulfametoxazol Trimetoprima 400mg + 80mg Prati Donaduzzi 20 Comprimidos,Prati-Donaduzzi,7898148301065,Cód: 1007516,Antibiotico,18.87,17.93,17.93,0.94,0.94,https://www.farmaponte.com.br/sulfametoxazol-tri-400-80mg-20cp-pra/p,,-5
Farmaponte,Valproato De Sódio Xarope 100ml Prati,None,7899547508321,Cód: 1031055,Psicotropico,15.79,15.01,15.01,0.78,0.78,https://www.farmaponte.com.br/valproato-de-sodio-xarope-100ml-prati/p,,-5
Farmaponte,Lixiana 60mg 30 Comprimidos Revestidos,None,7897411602205,Cód: 1034310,Anticoagulante,148.85,131.29,131.29,17.56,17.56,https://www.farmaponte.com.br/lixiana-60mg-30-comprimidos-revestidos/p,,-12
Farmaponte,Rinosoro Alto Volume Com 30 Sachês + Frasco Aplicador,None,7896094925878,Cód: 1042842,Descongestionante Nasal,95.63,68.5,68.5,27.13,27.13,https://www.farmaponte.com.br/rinossoro-com-30-saches-frasco-com-250-ml/p,,-28
Farmaponte,Espironolactona - Ems 25mg Caixa Com 30 Comprimidos,None,7896004708942,Cód: 189820,Diurético,27.91,23.79,23.79,4.12,4.12,https://www.farmaponte.com.br/espironolactona-25mg-30cp-ems/p,,-15
Farmaponte,Cloridrato De Donepezila 10mg 30 Comprimidos Biolab,None,7896112406334,Cód: 1048881,Psicotropico,134.92,68.76,68.76,66.16,66.16,https://www.farmaponte.com.br/cloridrato-de-donepezila-10mg-30-comprimidos-biolab/p,,-49
Farmaponte,Besilato De Anlodipino 10mg Com 60 Comprimidos,None,7897595635136,Cód: 1048681,Anti-hipertensivos,46.19,28.07,28.07,18.12,18.12,https://www.farmaponte.com.br/besilato-de-anlodipino-10mg-com-60-comprimidos-sandoz/p,,-39
Farmaponte,Monitor De Pressão Arterial Digital De Pulso Multi Saúde Hc204 Multilaser,None,7899838874869,Cód: 1040493,Medidor de Pressão,114.99,98.0,98.0,16.99,16.99,https://www.farmaponte.com.br/monitor-de-pressao-arterial-digital-de-pulso-multi-saude-hc204-multilaser/p,,-15
Farmaponte,Sumax 100mg 6 Comprimidos,None,7896094211469,Cód: 1048836,Tratamento De Enxaqueca,119.36,100.6,100.6,18.76,18.76,https://www.farmaponte.com.br/sumax-100mg-6-comprimidos/p,,-16
Farmaponte,"Latolise 10.000 Fcc Alu 16,5 Farmasa 30 Comprimidos",None,7896714295336,Cód: 1032235,Antigases Antiespasmódico,88.38,36.65,36.65,51.73,51.73,https://www.farmaponte.com.br/latolise-10000-fcc-alu-165-farmasa-30-comprimidos/p,,-59
Farmaponte,Dipirona Gts 20ml Ger,None,7896004719122,Cód: 1021149,Analgésico Antitérmico,15.52,8.37,8.37,7.15,7.15,https://www.farmaponte.com.br/dipirona-gts-20ml-ger/p,,-46
Farmaponte,Benedesc Plus Pediátrico Sabor Uva Solução Oral 120ml + Copo Dosador,None,7896094930438,Cód: 1052792,Anti Histaminico E Antialergico Topico,22.97,22.51,22.51,0.46,0.46,https://www.farmaponte.com.br/benedesc-plus-pediatrico-sabor-uva-solucao-oral-120ml-copo-dosador/p,,-2
Farmaponte,Atentah Cloridrato De Atomoxetina 18mg 30 Cápsulas,None,7896637033954,Cód: 1050770,Psicotropico,59.64,49.1,49.1,10.54,10.54,https://www.farmaponte.com.br/atentah-cloridrato-de-atomoxetina-18mg-30-capsulas/p,,-18
Farmaponte,Loratadina 10mg 12cpr Neo,None,7896714213040,Cód: 1015572,Anti Histaminico E Antialergico Topico,49.47,12.12,12.12,37.35,37.35,https://www.farmaponte.com.br/loratadina-10mg-12cpr-neo/p,,-75
Farmaponte,"Succinato De Metoprolol Pharlab 25mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Prolongada",None,7898216363209,Cód: 1050451,Anti-hipertensivos,24.61,21.71,21.71,2.9,2.9,https://www.farmaponte.com.br/succinato-de-metoprolol-pharlab-25mg-caixa-com-30-comprimidos-revestidos-de-liberacao-prolongada/p,,-12
Farmaponte,Prednisolona 5mg Neo Quimica 10 Comprimidos,None,7896714295367,Cód: 1049992,Corticóide Tópico,7.6,7.45,7.45,0.15,0.15,https://www.farmaponte.com.br/prednisolona-5mg-neo-quimica-10-comprimidos/p,,-2
Farmaponte,Dapagliflozina 10mg 30 Comprimidos Medquímica Genérico,None,7896862994372,Cód: 1065474,Antidiabéticos,116.47,114.14,114.14,2.33,2.33,https://www.farmaponte.com.br/dapagliflozina-10mg-30-comprimidos-medquimica-generico/p,,-2
Farmaponte,"Belpele 3mg G, Bisnaga Com 30g De Gel De Uso Dermatologico",Farmoquímica,7898040322700,Cód: 1015915,Antiacneico,122.5,102.05,102.05,20.45,20.45,https://www.farmaponte.com.br/belpele-3mgg-bisnaga-com-30g-de-gel-de-uso-dermatologico/p,,-17
Farmaponte,Flodin Duo 150mg 10 Comprimidos,None,7892953001745,Cód: 795847,Reumatismo,57.21,47.66,47.66,9.55,9.55,https://www.farmaponte.com.br/flodin-duo-150mg-10cpr/p,,-17
Farmaponte,Citalopram 20mg Aché Biosintética Com 28 Comprimidos,None,7896181911715,Cód: 800728,Psicotropico,69.74,28.7,28.7,41.04,41.04,https://www.farmaponte.com.br/citalopram-20mg-ache-biosintetica-com-28-comprimidos/p,,-59
Farmaponte,Suplemento Alimentar Contendo Probióticos E Ou Enzimas,None,7894164011445,Cód: 1052493,Regulador Intestinal,84.9,57.72,57.72,27.18,27.18,https://www.farmaponte.com.br/suplemento-alimentar-contendo-probioticos-e-ou-enzimas/p,,-32
Farmaponte,"Nesina 12,5mg, Caixa Com 30 Comprimidos Revestidos",Cosmed,7896094922136,Cód: 1018565,Antidiabéticos,153.93,131.24,131.24,22.69,22.69,https://www.farmaponte.com.br/nesina-125mg-30cpr-zz/p,,-15
Farmaponte,"Alphagan 2mg/Ml, Caixa Com 1 Frasco Gotejador Com 5ml De Solução De Uso Oftálmico",Allergan,7897316801017,Cód: 37303,Antiglaucomatoso,126.93,105.73,105.73,21.2,21.2,https://www.farmaponte.com.br/alphagan-2mgml-caixa-com-1-frasco-gotejador-com-5ml-de-solucao-de-uso-oftalmico/p,,-17
Farmaponte,Unhas Postiças Kiss Autoc Impress Md Fbipdm040 Rock It,None,0731509586701,Cód: 1052237,Acessórios para a Saúde,39.99,34.29,34.29,5.7,5.7,https://www.farmaponte.com.br/unhas-posticas-kiss-autoc-impress-md-fbipdm040-rock-it/p,,-14
Farmaponte,Oligovit Up 60cps,None,7897460401378,Cód: 1008813,Vitaminas & Minerais,129.14,102.89,102.89,26.25,26.25,https://www.farmaponte.com.br/oligovit-up-60cps/p,,-20
Farmaponte,Acnase Gel Antiacne Peróxido De Benzoíla 5  Com 20g,Biolab,7896082900047,Cód: 85561,Antiacneico,55.09,38.62,38.62,16.47,16.47,https://www.farmaponte.com.br/acnase-gel-20gr/p,,-30
Farmaponte,Cloridrato De Fexofenadina 180mg 10 Comprimidos,None,7895296447324,Cód: 196487,Anti Histaminico E Antialergico Topico,84.38,33.08,33.08,51.3,51.3,https://www.farmaponte.com.br/cloridato-fexofenadina-nova-quimica-180mg-10-comprimidos-revestidos/p,,-61
Farmaponte,"Piemonte 4mg, Caixa Com 30 Comprimidos Mastigaveis",Eurofarma,7891317477202,Cód: 1010308,Antiasmático,76.5,64.47,64.47,12.03,12.03,https://www.farmaponte.com.br/piemonte-4mg-caixa-com-30-comprimidos-mastigaveis/p,,-16
Farmaponte,Flutivate 05mg Creme Dermatológico Frasco Com 15g,Gsk,7896269900945,Cód: 21091,Corticóide Tópico,63.23,57.01,57.01,6.22,6.22,https://www.farmaponte.com.br/flutivate-cre-15gr/p,,-10
Farmaponte,Celestone Betametasona 2mg 10 Comprimidos,Cosmed,7891142128096,Cód: 4570,Corticóide Tópico,31.26,28.18,28.18,3.08,3.08,https://www.farmaponte.com.br/celestone-2mg-10cpr/p,,-10
Farmaponte,Alprazolam - Medley 2mg Caixa Com 30 Comprimidos,Medley,7896422517041,Cód: 806275,Psicotropico,66.26,46.76,46.76,19.5,19.5,https://www.farmaponte.com.br/alprazolam-2mg-30cpr-med/p,,-29
Farmaponte,Cloridrato De Sibutramina Monoidratado 15mg Eurofarma 30 Cápsulas,None,7891317481629,Cód: 806871,Psicotropico,93.42,38.46,38.46,54.96,54.96,https://www.farmaponte.com.br/sibutramina-15mg-30cap-euro/p,,-59
Farmaponte,"Sigmatriol Calcitriol 0,25mcg 30 Cápsulas",Germed Pharma,7896004775340,Cód: 1000706,Vitaminas & Minerais,193.85,161.47,161.47,32.38,32.38,https://www.farmaponte.com.br/sigmatriol-025mcg-30cap/p,,-17
Farmaponte,Resist Cloridrato De Lisina 500mg 30 Cápsulas,Aché,7896658024627,Cód: 1019016,Antiviral,71.77,60.49,60.49,11.28,11.28,https://www.farmaponte.com.br/resist-500mg-30cp/p,,-16
Farmaponte,Aripiprazol Ache 15mg Com 30 Comprimidos Aché Biosintética Genérico,None,7896658038327,Cód: 1041819,Antipsicótico,353.14,179.96,179.96,173.18,173.18,https://www.farmaponte.com.br/aripiprazol-ache-15mg-caixa-com-30-comprimidos/p,,-49
Farmaponte,Leucogen 80mg Com 90 Cápsulas Aché,None,7896658049378,Cód: 1050648,Imuno Modulador,351.46,334.1,334.1,17.36,17.36,https://www.farmaponte.com.br/leucogen-80mg-com-90-capsulas/p,,-5
Farmaponte,"Piroxicam Neo Quimica 20mg, Caixa Com 10 Capsulas Gelatinosas Duras",Neo Química,7896714215013,Cód: 1002797,Reumatismo,21.86,14.36,14.36,7.5,7.5,https://www.farmaponte.com.br/piroxicam-neo-quimica-20mg-caixa-com-10-capsulas-gelatinosas-duras/p,,-34
Farmaponte,Atorvastatina 40mg 30cpr Med,None,7896422525848,Cód: 1000364,Redutor De Colesterol Antihipertensivo,170.25,53.39,53.39,116.86,116.86,https://www.farmaponte.com.br/atorvastatina-40mg-30cpr-med/p,,-69
Farmaponte,Colflex Trio Com Msm Colágeno Hidrolisado Em Pó - 30 Sachês De 12g Cada,None,7896094920255,Cód: 1039754,Relaxante Muscular,289.3,255.16,255.16,34.14,34.14,https://www.farmaponte.com.br/colflex-trio-com-msm-colageno-hidrolisado-em-po-30-saches-de-12g-cada/p,,-12
Farmaponte,Vitamina D3 7000 Ui Neo Química 4 Cápsulas,None,7896714292649,Cód: 1047761,Vitaminas & Minerais,18.75,15.62,15.62,3.13,3.13,https://www.farmaponte.com.br/vitamina-d3-7000-ui-neo-quimica-4-capsulas/p,,-17
Farmaponte,Cloridrato De Sertralina 30 Comprimidos Revestidos 50mg Prati Donaduzzi,Prati-Donaduzzi,7899547522150,Cód: 1037263,Psicotropico,48.25,41.14,41.14,7.11,7.11,https://www.farmaponte.com.br/sertralina-50-30cpr-prati/p,,-15
Farmaponte,Ebastel 10mg 30 Comprimidos,None,7891317010478,Cód: 1041536,Anti Histaminico E Antialergico Topico,218.94,184.52,184.52,34.42,34.42,https://www.farmaponte.com.br/ebastel-10mg-30-comprimidos/p,,-16
Farmaponte,"Bramicar 80mg, Caixa Com 60 Comprimidos",None,7894916516723,Cód: 1052118,Anti-hipertensivos,159.31,137.39,137.39,21.92,21.92,https://www.farmaponte.com.br/bramicar-80mg-caixa-com-60-comprimidos/p,,-14
Farmaponte,Clavulin Bd 875 125mg Gsk 20 Comprimidos,Gsk,7896015510015,Cód: 683566,Antibiotico,179.43,107.7,107.7,71.73,71.73,https://www.farmaponte.com.br/clavulin-bd-875mg-20cpr/p,,-40
Farmaponte,"Frontal 0,25mg 30 Comprimidos",Mylan,7908236800643,Cód: 1005129,Psicotropico,37.15,30.59,30.59,6.56,6.56,https://www.farmaponte.com.br/frontal-025mg-30cpr/p,,-18
Farmaponte,Impere 5mg 30 Comprimidos Revestidos,Ems,7894916512718,Cód: 1034049,Antiespamódico Urinário,156.68,148.94,148.94,7.74,7.74,https://www.farmaponte.com.br/impere-5mg-30cpr/p,,-5
Farmaponte,Sany D 7.000ui 12 Cápsulas Moles,Aché,7896658036842,Cód: 1040129,Vitaminas & Minerais,35.39,32.95,32.95,2.44,2.44,https://www.farmaponte.com.br/sany-d-caps-7000ui-12caps/p,,-7
Farmaponte,Dorene Tabs 75mg Aché 30 Comprimidos,Aché,7896658022371,Cód: 1037506,Psicotropico,77.78,60.98,60.98,16.8,16.8,https://www.farmaponte.com.br/dorene-tabs-75mg-30cpr/p,,-22
Farmaponte,Pregabalina 75mg Eurofarma 30 Cápsulas Duras,Eurofarma,7891317139384,Cód: 1039879,Psicotropico,89.02,42.75,42.75,46.27,46.27,https://www.farmaponte.com.br/pregabalina-75mg-30caps-eur/p,,-52
Farmaponte,"Seretide Spray 25 Mcg Dose + 125 Mcg Dose, Caixa Com 1 Tubo Com 120 Doses De Suspensao De Uso Oral + Valvula Dosadora",Gsk,7896269955204,Cód: 197980,Antiasmático,194.05,180.66,180.66,13.39,13.39,https://www.farmaponte.com.br/seretide-spray-25-mcgdose-125-mcgdose-caixa-com-1-tubo-com-120-doses-de-suspensao-de-uso-oral-valvula-dosadora/p,,-7
Farmaponte,Suplemento Alimentar Leflora Lactobacilus Acidophilus 12 Capsulas,None,7894164008216,Cód: 1052488,Regulador Intestinal,34.9,29.08,29.08,5.82,5.82,https://www.farmaponte.com.br/suplemento-alimentar-leflora-lactobacilus-acidophilus-12-capsulas/p,,-17
Farmaponte,Oxotron Loxoprofeno Sódico 60mg 15 Comprimidos,Aché,7896658030192,Cód: 1030528,Reumatismo,40.77,34.36,34.36,6.41,6.41,https://www.farmaponte.com.br/oxotron-60mg-caixa-contendo-15-comprimidos/p,,-16
Farmaponte,Coezima Q10 100mg Com 30 Cápsulas Biolab,None,7896112408406,Cód: 1052156,Vitaminas & Minerais,109.62,61.82,61.82,47.8,47.8,https://www.farmaponte.com.br/coezima-q10-100mg-com-30-capsulas-biolab/p,,-44
Farmaponte,"Entresto 24mg + 26mg, Caixa Com 28 Comprimidos Revestidos",Novartis,7896261020269,Cód: 1034220,Anti-hipertensivos,202.28,188.33,188.33,13.95,13.95,https://www.farmaponte.com.br/entresto-24mg-26mg-caixa-com-28-comprimidos-revestidos/p,,-7
Farmaponte,Dorene 25mg Ml Solucao Oral 60ml + Seringa Dosadora,None,7896658038600,Cód: 1044280,Psicotropico,85.14,63.42,63.42,21.72,21.72,https://www.farmaponte.com.br/dorene-25mg-ml-solucao-oral-60ml-seringa-dosadora/p,,-26
Farmaponte,Fenitoína - Teuto 100mg Caixa Com 30 Comprimidos,Teuto,7896112114574,Cód: 1001614,Psicotropico,12.0,11.41,11.41,0.59,0.59,https://www.farmaponte.com.br/fenitoina-100mg-30cpr-teu-ge/p,,-5
Farmaponte,Pharmaton Complex Caixa Com 60 Capsulas,Sanofi,7891058021702,Cód: 1032349,Vitaminas & Minerais,144.54,88.19,88.19,56.35,56.35,https://www.farmaponte.com.br/caixa-com-60-capsulas/p,,-39
Farmaponte,Prednisolona Eurofarma Solução Gotas 20ml,None,7891317034047,Cód: 1039877,Corticóide Tópico,28.17,26.77,26.77,1.4,1.4,https://www.farmaponte.com.br/prednisolona-gts-20ml-eur/p,,-5
Farmaponte,Siilif 100mg 30 Comprimidos Revestidos,Takeda,7896641806407,Cód: 803642,Antigases Antiespasmódico,108.71,93.75,93.75,14.96,14.96,https://www.farmaponte.com.br/siilif-100mg-30cpr/p,,-14
Farmaponte,Gel Secativo Antiacne 15g,None,7899852020174,Cód: 1045690,Antiacneico,22.59,22.14,22.14,0.45,0.45,https://www.farmaponte.com.br/gel-secativo-antiacne-15g/p,,-2
Farmaponte,Atentah Cloridrato De Atomoxetina 80mg 30 Cápsulas,None,7896637033992,Cód: 1050772,Psicotropico,265.18,218.3,218.3,46.88,46.88,https://www.farmaponte.com.br/atentah-cloridrato-de-atomoxetina-80mg-30-capsulas/p,,-18
Farmaponte,Ecasil-81 81mg 30cpr,None,7896112416418,Cód: 1030867,Vasodilatador Periferico,17.13,14.1,14.1,3.03,3.03,https://www.farmaponte.com.br/ecasil-81-81mg-30cpr/p,,-18
Farmaponte,Redoxitos Vitam-C Sabor Laranja 30mg 25un,Bayer,7891106908535,Cód: 1010685,Vitaminas & Minerais,24.75,19.36,19.36,5.39,5.39,https://www.farmaponte.com.br/redoxitos-30mg-sache-com-25-gomas-mastigaveis-sabor-laranja/p,,-22
Farmaponte,"Bromoprida Gotas Prati-Donaduzzi 4mg Ml, Caixa Com 1 Frasco Gotejador Com 20ml De Solucao De Uso Oral",Prati-Donaduzzi,7898148298747,Cód: 1021573,Digestivo,22.01,19.85,19.85,2.16,2.16,https://www.farmaponte.com.br/bromoprida-gotas-prati-donaduzzi-4mgml-caixa-com-1-frasco-gotejador-com-20ml-de-solucao-de-uso-oral/p,,-10
Farmaponte,Dobeven Dobesilato 500mg 60 Cápsulas,Apsen,7896637035460,Cód: 1033119,Antivaricoso,186.92,157.54,157.54,29.38,29.38,https://www.farmaponte.com.br/dobeven-500mg-caixa-com-60-capsulas-gelatinosas-duras/p,,-16
Farmaponte,Pradaxa 110mg 60 Cápsulas,Boehringer Ingelheim,7896026303064,Cód: 1008822,Anticoagulante,418.48,369.1,369.1,49.38,49.38,https://www.farmaponte.com.br/pradaxa-110mg-60cpr/p,,-12
Farmaponte,Ensure Po Morango 850gr,Ensure,7891158105234,Cód: 1041039,Complemento Alimentar para Adultos,200.98,196.96,196.96,4.02,4.02,https://www.farmaponte.com.br/ensure-po-morango-850gr/p,,-2
Farmaponte,Sany D 50.000ui Com 4 Comprimidos Aché,None,7896658036811,Cód: 1040134,Vitaminas & Minerais,80.18,74.65,74.65,5.53,5.53,https://www.farmaponte.com.br/sany-d-caps-50000ui-4caps/p,,-7
Farmaponte,"Ácido Ursodesoxicólico Ems 150mg, Caixa Com 30 Comprimidos",None,7896004780184,Cód: 1044298,Relaxante Muscular,96.43,72.77,72.77,23.66,23.66,https://www.farmaponte.com.br/acido-ursodesoxicolico-ems-150mg-caixa-com-30-comprimidos/p,,-25
Farmaponte,"Fluimucil 40mg Ml, Caixa Com 1 Frasco Com 120ml De Xarope + Copo Medidor",Zambon,7898074617438,Cód: 178470,Broncodilatador,48.9,44.09,44.09,4.81,4.81,https://www.farmaponte.com.br/fluimucil-40mgml-caixa-com-1-frasco-com-120ml-de-xarope-copo-medidor/p,,-10
Farmaponte,"Flanax 275mg, Caixa Com 2 Comprimidos Revestidos",Bayer,7891106913676,Cód: 1038384,Reumatismo,5.73,5.62,5.62,0.11,0.11,https://www.farmaponte.com.br/flanax-275mg-caixa-com-2-comprimidos-revestidos/p,,-2
Farmaponte,Procimax 20mg Caixa Com 28 Comprimidos,Libbs,7896094201538,Cód: 183962,Psicotropico,102.18,84.11,84.11,18.07,18.07,https://www.farmaponte.com.br/procimax-20mg-28cpr-c1/p,,-18
Farmaponte,"Zart H 50mg + 12,5mg 30 Comprimidos Eurofarma",Eurofarma,7891317451417,Cód: 1003055,Anti-hipertensivos,55.96,47.17,47.17,8.79,8.79,https://www.farmaponte.com.br/zart-h-50-125mg-caixa-com-30-comprimidos-revestidos/p,,-16
Farmaponte,Halobex Creme 30g,Glenmark,7897473206403,Cód: 1009205,Corticóide Tópico,23.01,20.75,20.75,2.26,2.26,https://www.farmaponte.com.br/halobex-cre-30gr/p,,-10
Farmaponte,Dual 30mg Cx 30 Cap Lib Retard,Aché,7896658024146,Cód: 1026291,Psicotropico,66.27,50.66,50.66,15.61,15.61,https://www.farmaponte.com.br/dual-30mg-30caps/p,,-24
Farmaponte,Litocit 1080mg 10 Meq 60 Comprimidos Liberação Prolongada,None,7896637022415,Cód: 71250,Antisséptico Vias Urinárias,86.36,72.78,72.78,13.58,13.58,https://www.farmaponte.com.br/litocit-10meq-60cpr/p,,-16
Farmaponte,Cimetidina 200mg 10cpr Teu,None,7896112110378,Cód: 1000555,Antiulceroso,16.71,13.43,13.43,3.28,3.28,https://www.farmaponte.com.br/cimetidina-200mg-10cpr-teu/p,,-20
Farmaponte,"Xafac Rivaroxabana 2,5mg 30 Comprimidos",Apsen,7896637032919,Cód: 1042822,Vitaminas & Minerais,95.32,76.6,76.6,18.72,18.72,https://www.farmaponte.com.br/xafac-25mg-com-30-comprimidos-revestidos/p,,-20
Farmaponte,Ramipril 5mg 60 Comprimidos Medley Genérico,None,7896422518987,Cód: 1023601,Anti-hipertensivos,129.78,91.57,91.57,38.21,38.21,https://www.farmaponte.com.br/ramipril-5mg-60-comprimidos-medley-generico/p,,-29
Farmaponte,Gel Lubrificante Intimo Jontex Intense 10gr,None,7896016809088,Cód: 1050557,Lubrificante íntimo,39.9,39.1,39.1,0.8,0.8,https://www.farmaponte.com.br/gel-lubrificante-intimo-jontex-intense-10gr/p,,-2
Farmaponte,Betadine Xr 32mg 30 Comprimidos De Liberação Prolongada,None,7896658030345,Cód: 1040184,Antivertiginoso,65.5,53.92,53.92,11.58,11.58,https://www.farmaponte.com.br/betadine-xr-32mg-30-comprimidos-de-liberacao-prolongada/p,,-18
Farmaponte,Adapaleno 1mg G Germed Gel De Uso Dermatológico Bisnaga 30g,None,7896004712697,Cód: 1008874,Antiacneico,78.1,35.98,35.98,42.12,42.12,https://www.farmaponte.com.br/adapaleno-1mg-g-germed-gel-de-uso-dermatologico-bisnaga-30g/p,,-54
Farmaponte,Gynpro 200mg 30 Capsulas Moles,None,7908134200422,Cód: 1040331,Tratamento De Distúrbios Hormonais,161.41,134.46,134.46,26.95,26.95,https://www.farmaponte.com.br/gynpro-200mg-30-capsulas-moles/p,,-17
Farmaponte,Artrodar 50mg Caixa Com 30 Capsulas,Trb Pharma,7896281152018,Cód: 11398,Relaxante Muscular,267.05,205.81,205.81,61.24,61.24,https://www.farmaponte.com.br/artrodar-50mg-30cpas/p,,-23
Farmaponte,Exodus 15mg 60 Comprimidos,Aché,7896658020582,Cód: 1039447,Psicotropico,243.9,186.44,186.44,57.46,57.46,https://www.farmaponte.com.br/exodus-15mg-60cpr/p,,-24
Farmaponte,"Creme Fixador De Dentadura Dentalfix Sem Sabor, 40g",Kley Hertz Farmacêutica,7896331705171,Cód: 1018739,Fixador e Limpeza de Dentaduras,134.19,49.89,49.89,84.3,84.3,https://www.farmaponte.com.br/creme-fixador-de-dentadura-dentalfix-sem-sabor-40g/p,,-63
