Marca,GTIN,Desconto,Preco com desconto,link,Nome,Desconto com pix,Preco pix,Preco unitario
Torrent,8902220120297,17.4,58.26,https://www.drogariaveracruz.com.br/loredon-50mg-c60-cpr/p,LOREDON 50MG C/60 CPR,20.31,55.35,75.66
Cimed,7896523228822,4.54,9.66,https://www.drogariaveracruz.com.br/leite-de-magnesia-80mgml-hortela-120ml/p,Leite de Magnésia 80mg/ml Hortelã 120ml,5.02,9.18,14.2
Biolab Sanus,7896241252420,6.8,38.56,https://www.drogariaveracruz.com.br/drenison-n-0125mgg-035mgg-pomada-30g/p,"Drenison N 0,125mg/g + 0,35mg/g Pomada 30g",8.73,36.63,45.36
Libbs,7896094207608,27.43,82.28,https://www.drogariaveracruz.com.br/reconter-10mg-c30-cpr/p,RECONTER 10MG C/30 CPR,31.54,78.17,109.71
Gsk,7896015520311,,166.61,https://www.drogariaveracruz.com.br/clavulin-500mg-21-comprimidos-revestidos/p,Clavulin 500mg 21 comprimidos revestidos,,158.28,
Ache,7896658029608,20.72,82.88,https://www.drogariaveracruz.com.br/deller-100mg-com-30-comprimidos-revestidos/p,DELLER 100MG COM 30 COMPRIMIDOS REVESTIDOS,24.86,78.74,103.6
Ache,7896658016844,14.01,63.82,https://www.drogariaveracruz.com.br/revange-375mg-325mg-caixa-contendo-20-comprimidos-revestidos/p,"REVANGE - 37,5mg + 325mg, caixa contendo 20 comprimidos revestidos",17.2,60.63,77.83
Ache,7896658020575,30.14,113.4,https://www.drogariaveracruz.com.br/exodus-15mg-c30-cpr/p,EXODUS 15MG C/30 CPR,35.81,107.73,143.54
Ache,7896658034237,9.04,60.48,https://www.drogariaveracruz.com.br/nautex-8mg-10-comprimidos/p,Nautex 8mg 10 Comprimidos,12.06,57.46,69.52
Adium,7892953207956,20.83,48.62,https://www.drogariaveracruz.com.br/xumer-90mg-c7-cpr/p,Xumer Etoricoxibe 90mg Com 7 Comprimidos,23.26,46.19,69.45
Ache,7896181916437,11.32,51.58,https://www.drogariaveracruz.com.br/tolrest-25mg-ache-30-comprimidos-revestidos/p,TOLREST 25MG Aché 30 Comprimidos Revestidos,13.9,49.0,62.9
Adium,7892953209394,23.15,73.31,https://www.drogariaveracruz.com.br/nusira-c20-cpr/p,Nusira Cloridrato de Tramadol 25mg + Diclofenaco Sódico 25mg Com 20 comprimidos,26.82,69.64,96.46
Ache,7896658016271,45.32,160.69,https://www.drogariaveracruz.com.br/aristab-10mg-30-comprimidos/p,"ARISTAB - 10mg, 30 comprimidos",53.35,152.66,206.01
Ache,7896658006005,15.43,138.89,https://www.drogariaveracruz.com.br/soyfemme-150mg-30-capsulas/p,"SOYFEMME - 150mg, 30 cápsulas",22.37,131.95,154.32
Chiesi Farmaceutica Ltda.,7896672202919,24.21,56.48,https://www.drogariaveracruz.com.br/clenil-hfa-250mcg-jet-solucao-aerossol-200-doses-10ml/p,Clenil HFA 250mcg Jet Solução Aerossol 200 doses 10ml,27.03,53.66,80.69
Ache,7896181903222,18.91,99.27,https://www.drogariaveracruz.com.br/busonid-caps-400mcg-60-capsulas-para-inalacao-1-inalador/p,Busonid Caps 400mcg 60 cápsulas para inalação + 1 inalador,23.87,94.31,118.18
Ache,7896658026652,1.88,35.65,https://www.drogariaveracruz.com.br/zirk-500mg-c5-comprimidos-5-comprimidos/p,Zirk 500mg c/5 comprimidos 5 comprimidos,3.66,33.87,37.53
Ache,7896658004162,17.01,89.29,https://www.drogariaveracruz.com.br/novocilin-875mg-caixa-contendo-20-comprimidos/p,Novocilin 875mg Caixa Contendo 20 comprimidos,21.47,84.83,106.3
Hypera,7896094921245,3.4,45.11,https://www.drogariaveracruz.com.br/fluidificante-e-descongestionante-nasal-blusoro-jet-infantil-09-100ml/p,"Blusoro Jet Infantil 0,9% 100ml",5.66,42.85,48.51
Ache,7896658014604,6.39,57.56,https://www.drogariaveracruz.com.br/donila-5mg-c30-cpr/p,DONILA 5MG C/30 CPR,9.27,54.68,63.95
Hypera,7896094928169,2.15,19.38,https://www.drogariaveracruz.com.br/benegrip-multi-febre-e-dor-pediatrico-15ml/p,Benegrip Multi Febre e Dor Pediatrico 15ml,3.12,18.41,21.53
Aché,7896658035784,49.16,174.31,https://www.drogariaveracruz.com.br/lutab-20mg-c30-cpr/p,LUTAB 20MG C/30 CPR,57.88,165.59,223.47
Hypera,7897322709499,13.02,55.52,https://www.drogariaveracruz.com.br/vitamina-d3-addera-d3-10000ui-4-comprimidos-revestidos/p,Addera D3 10.000UI 4 Comprimidos Revestidos,15.8,52.74,68.54
Biolab Sanus,7896112402435,7.63,30.53,https://www.drogariaveracruz.com.br/flux-sr-15mg-30-comprimidos-revestidos/p,"Flux SR 1,5mg 30 comprimidos revestidos",9.16,29.0,38.16
Biolab Sanus,7896112402671,17.6,58.94,https://www.drogariaveracruz.com.br/dozoito-50mg-30-comprimidos/p,Dozoito 50mg 30 comprimidos,20.55,55.99,76.54
Biolab Sanus,7898549755627,18.91,59.88,https://www.drogariaveracruz.com.br/cor-select-25mg-30-comprimidos-biolab/p,"Cor-Select 2,5mg 30 comprimidos Biolab",21.9,56.89,78.79
Sigma Pharma,7894916518819,12.98,105.02,https://www.drogariaveracruz.com.br/sucrafilm-200mgml-200ml-seringa-dosadora/p,Sucrafilm 200mg/ml 200ml + seringa dosadora,18.23,99.77,118.0
Ache,7896658003547,1.97,15.92,https://www.drogariaveracruz.com.br/decadron-colirio-10mgml-35mgml-1-frasco-gotejador-com-5ml-de-solucao-de-uso-oftalmologico/p,decadron Colírio 10mg/ml + 35mg/ml 1 Frasco Gotejador Com 5ml de Solução de Uso Oftalmológico,2.77,15.12,17.89
Biolab Sanus,7896112470281,25.64,90.92,https://www.drogariaveracruz.com.br/vasopril-plus-10mg-25mg-60-comprimidos/p,"VASOPRIL PLUS - 10mg + 25mg, 60 comprimidos",30.19,86.37,116.56
Biolab Sanus,7896112427735,38.83,137.65,https://www.drogariaveracruz.com.br/aradois-h-100mg-25mg-30-comprimidos-revestidos/p,Aradois H 100mg + 25mg 30 comprimidos revestidos,45.71,130.77,176.48
Libbs,7896094203259,18.59,58.88,https://www.drogariaveracruz.com.br/naprix-d-5mg-25mg-30-capsulas-duras/p,Naprix D 5mg + 25mg 30 cápsulas duras,21.53,55.94,77.47
Libbs,7896094207493,13.44,47.64,https://www.drogariaveracruz.com.br/egide-25mg-c60-cpr/p,EGIDE 25MG C/60 CPR,15.82,45.26,61.08
Tylex,7893454714844,4.86,29.82,https://www.drogariaveracruz.com.br/tylex-75mg-c12-cpr/p,"TYLEX 7,5MG C/12 CPR",6.35,28.33,34.68
Libbs,7896094201385,19.03,60.25,https://www.drogariaveracruz.com.br/naprix-a-25mg-5mg-30-capsulas/p,"Naprix A 2,5mg + 5mg 30 cápsulas",22.04,57.24,79.28
Libbs,7896094207523,32.99,89.18,https://www.drogariaveracruz.com.br/egide-50mg-c60-cpr/p,EGIDE 50MG C/60 CPR,37.45,84.72,122.17
Biolab,7896112403005,4.83,29.67,https://www.drogariaveracruz.com.br/fly-250mg-10-capsulas-moles/p,Fly 250mg 10 cápsulas moles,6.31,28.19,34.5
Libbs,7896094201538,25.54,76.64,https://www.drogariaveracruz.com.br/procimax-20-mg-c28-cpr/p,PROCIMAX 20 MG C/28 CPR,29.37,72.81,102.18
Biolab Sanus,7896241243558,2.96,46.33,https://www.drogariaveracruz.com.br/quinoflox-500mg-14-comprimidos-revestidos/p,Quinoflox 500mg 14 comprimidos revestidos,5.28,44.01,49.29
Ucb Pharma,5413787002795,15.19,64.76,https://www.drogariaveracruz.com.br/keppra-250mg-c30-cpr/p,KEPPRA 250MG C/30 CPR,18.43,61.52,79.95
Sanofi,7891058030216,3.86,16.46,https://www.drogariaveracruz.com.br/equilid-50mg-20-capsulas-gelatinosas-duras/p,"EQUILID - 50mg, 20 cápsulas gelatinosas duras",4.68,15.64,20.32
Libbs,7896094209008,35.73,119.61,https://www.drogariaveracruz.com.br/zetron-xl-300mg-c30-cpr/p,ZETRON XL 300MG C/30 CPR,41.71,113.63,155.34
Libbs,7896094206298,19.03,60.27,https://www.drogariaveracruz.com.br/velija-30mg-30-capsulas-duras-de-liberacao-retardada/p,"VELIJA - 30mg, 30 cápsulas duras de liberação retardada",22.04,57.26,79.3
Libbs,7896094208995,29.61,93.75,https://www.drogariaveracruz.com.br/zetron-xl-150mg-c30-cpr/p,ZETRON XL 150MG C/30 CPR,34.3,89.06,123.36
Eurofarma,7891317412708,4.43,21.62,https://www.drogariaveracruz.com.br/astro-500mg-3-comprimidos/p,Astro 500Mg 3 Comprimidos,5.51,20.54,26.05
Eurofarma,7891317133948,36.18,61.61,https://www.drogariaveracruz.com.br/pisa-0375mg-c30-cpr/p,"PISA 0,375MG C/30 CPR",39.26,58.53,97.79
Apsen,7896637023009,70.24,55.18,https://www.drogariaveracruz.com.br/levoxin-500mg-7-comprimidos-revestidos/p,Levoxin 500mg 7 comprimidos revestidos,73.0,52.42,125.42
Eurofarma,7891317443382,27.81,98.59,https://www.drogariaveracruz.com.br/amato-50-mg-c60-cpr/p,AMATO 50 MG C/60 CPR,32.74,93.66,126.4
Adium,7892953003527,13.56,66.22,https://www.drogariaveracruz.com.br/biovagin-625mgg-25000uig-125mgg-1-bisnaga-com-40g-de-creme-de-uso-ginecologico-10-aplicadores/p,BioVagin 625mg/G + 25.000Ui/G + 125mg/G 1 Bisnaga Com 40G de Creme de Uso Ginecológico + 10 Aplicadores,16.87,62.91,79.78
Eurofarma,7891317024277,16.31,74.32,https://www.drogariaveracruz.com.br/prysma-2mg-c-20-comprimidos-b1/p,Prysma 2mg c/ 20 Comprimidos (B1),20.03,70.6,90.63
Eurofarma,7891317472054,29.89,39.63,https://www.drogariaveracruz.com.br/heimer-10mg-c30-cpr/p,HEIMER 10MG C/30 CPR,31.87,37.65,69.52
Eurofarma,7891317003715,25.89,103.58,https://www.drogariaveracruz.com.br/tamiram-500mg-7-comprimidos-revestidos/p,Tamiram 500mg 7 comprimidos revestidos,31.07,98.4,129.47
Eurofarma,7891317432386,5.51,40.42,https://www.drogariaveracruz.com.br/musculare-10mg-30-comprimidos-revestidos/p,Musculare 10mg 30 comprimidos revestidos,7.53,38.4,45.93
Eurofarma,7891317477172,15.3,61.2,https://www.drogariaveracruz.com.br/piemonte-5mg-30-comprimidos-mastigaveis/p,Piemonte 5mg 30 comprimidos mastigáveis,18.36,58.14,76.5
Apsen,7896637017176,11.61,85.18,https://www.drogariaveracruz.com.br/fitoscar-60mgg-pomada-20g/p,Fitoscar 60mg/g Pomada 20g,15.87,80.92,96.79
Eurofarma,7891317013158,14.79,59.14,https://www.drogariaveracruz.com.br/molieri-20-3mg-002mg-24-comprimidos-revestidos/p,"Molièri 20 3mg + 0,02mg 24 comprimidos revestidos",17.75,56.18,73.93
Eurofarma,7891317436148,14.88,67.78,https://www.drogariaveracruz.com.br/astro-900mg-1-frasco-de-po-para-suspensao-de-uso-oral-1-flaconete-com-12ml-de-diluente-seringa-dosadora/p,Astro 900mg 1 Frasco de Pó Para Suspensão de Uso Oral + 1 Flaconete Com 12ml de Diluente + Seringa Dosadora,18.27,64.39,82.66
Eurofarma,7891317435431,9.06,51.37,https://www.drogariaveracruz.com.br/sinot-875mg-14-comprimidos-revestidos/p,Sinot 875mg 14 comprimidos revestidos,11.63,48.8,60.43
Eurofarma,7891317443399,63.87,191.61,https://www.drogariaveracruz.com.br/amato-100-mg-c60-cpr/p,AMATO 100 MG C/60 CPR,73.45,182.03,255.48
Eurofarma,7891317460495,13.98,68.25,https://www.drogariaveracruz.com.br/noex-64mcg-spray-nasal-120-doses/p,Noex 64mcg Spray Nasal 120 doses,17.39,64.84,82.23
Eurofarma,7891317420840,6.08,37.33,https://www.drogariaveracruz.com.br/astro-500mg-5-comprimidos-revestidos/p,Astro 500Mg 5 Comprimidos Revestidos,7.95,35.46,43.41
Eurofarma,7891317475222,21.88,87.5,https://www.drogariaveracruz.com.br/sibus-15mg-c60-cpr/p,SIBUS 15MG C/60 CPR,26.25,83.13,109.38
Eurofarma,7891317421557,14.91,59.66,https://www.drogariaveracruz.com.br/pondera-15-mg-c20-cpr/p,PONDERA 15 MG C/20 CPR,17.89,56.68,74.57
Eurofarma,7891317485320,33.72,153.59,https://www.drogariaveracruz.com.br/tamiram-750mg-7-comprimidos-revestidos/p,Tamiram 750mg 7 comprimidos revestidos,41.4,145.91,187.31
Sanofi,7897595902085,7.53,36.78,https://www.drogariaveracruz.com.br/sulpan-c20-cps/p,SULPAN C/20 CPS,9.37,34.94,44.31
Hypera,7896094915886,14.46,51.29,https://www.drogariaveracruz.com.br/novotran-50mg-c10-cps/p,NOVOTRAN 50MG C/10 CPS,17.02,48.73,65.75
Hypera,7897473205741,8.89,71.96,https://www.drogariaveracruz.com.br/adacne-clin-1mgg-10mgg-1-bisnaga-com-45g-de-gel-de-uso-dermatologico/p,Adacne Clin 1mg/g + 10mg/g 45g de gel de uso dermatológico,12.49,68.36,80.85
Hypera,7891142115126,7.97,41.87,https://www.drogariaveracruz.com.br/alivium-600mg-10-capsulas-liquidas/p,Alivium 600mg 10 cápsulas líquidas,10.06,39.78,49.84
Hypera,7891142142290,4.66,47.07,https://www.drogariaveracruz.com.br/diprogenta-064mgg-1mgg-1-bisnaga-com-30g-de-creme-de-uso-dermatologico/p,Diprogenta 064mg/G + 1mg/G 1 Bisnaga Com 30G de Creme de Uso dermatológico,7.01,44.72,51.73
Ache,7896658030284,20.24,106.23,https://www.drogariaveracruz.com.br/montelair-4mg-sabor-cereja-60-comprimidos-mastigaveis/p,Montelair 4mg Sabor Cereja 60 comprimidos mastigáveis,25.55,100.92,126.47
Roche,7898581710462,1.54,8.76,https://www.drogariaveracruz.com.br/rivotril-025mg-30-comprimidos-sublingual/p,"RIVOTRIL - 0,25mg, 30 comprimidos sublingual",1.98,8.32,10.3
União Química,7896006219095,10.92,46.55,https://www.drogariaveracruz.com.br/teflan-20mg-10-comprimidos-revestidos/p,Teflan 20mg 10 comprimidos revestidos,13.25,44.22,57.47
União Química,7896006290483,6.86,29.25,https://www.drogariaveracruz.com.br/maxinom-1mgg-5mgg-6000uig-1-bisnaga-com-35g-de-pomada-de-uso-oftalmologico/p,Maxinom 1mg/G + 5mg/G + 6000Ui/G 1 Bisnaga Com 35G de Pomada de Uso Oftalmológico,8.32,27.79,36.11
Ache,7896181901808,10.38,50.65,https://www.drogariaveracruz.com.br/cordarex-10mg-30-comprimidos/p,Cordarex 10mg 30 comprimidos,12.91,48.12,61.03
Hypera,7896094916845,1.76,33.35,https://www.drogariaveracruz.com.br/fluviral-noite-20-comprimidos/p,Fluviral Noite 20 comprimidos,3.43,31.68,35.11
Genom,7896006201335,19.77,53.46,https://www.drogariaveracruz.com.br/seth-150mg-c60-cpr/p,SETH 150MG C/60 CPR,22.44,50.79,73.23
Eurofarma,7891317000608,20.28,67.88,https://www.drogariaveracruz.com.br/desve-50mg-c30-cpr/p,DESVE 50MG C/30 CPR,23.67,64.49,88.16
Eurofarma,7891317009755,23.96,102.16,https://www.drogariaveracruz.com.br/tamisa-30-sem-parar-75mcg-30mcg-84-drageas/p,Tâmisa 30 Sem Parar 75mcg + 30mcg 84 drágeas,29.07,97.05,126.12
Eurofarma,7891317421755,34.88,139.53,https://www.drogariaveracruz.com.br/sinot-clav-875mg-125mg-20-comprimidos-revestidos/p,Sinot Clav 875mg + 125mg 20 comprimidos revestidos,41.86,132.55,174.41
Adium,7892953208335,27.51,134.29,https://www.drogariaveracruz.com.br/fenazic-75mg-30-comprimidos-revestidos-de-liberacao-prolongada/p,"Fenazic 7,5mg 30 comprimidos revestidos de liberação prolongada",34.22,127.58,161.8
Apsen,7896637022576,6.62,53.53,https://www.drogariaveracruz.com.br/retemic-1mgml-1-frasco-com-120ml-xarope/p,"RETEMIC - 1mg/mL, 1 frasco com 120mL xarope",9.3,50.85,60.15
Hypera,7891142142283,4.84,48.9,https://www.drogariaveracruz.com.br/diprogenta-064mgg-1mgg-1-bisnaga-com-30g-de-pomada-de-uso-dermatologico/p,Diprogenta 064mg/G + 1mg/G 1 Bisnaga Com 30G de Pomada de Uso dermatológico,7.28,46.46,53.74
Eurofarma,7891317485313,24.07,109.65,https://www.drogariaveracruz.com.br/tamiram-750mg-5-comprimidos-revestidos/p,Tamiram 750mg 5 comprimidos revestidos,29.55,104.17,133.72
Eurofarma,7891317003128,27.35,73.94,https://www.drogariaveracruz.com.br/gesico-retard-100mg-c10-cpr/p,GESICO RETARD 100MG C/10 CPR,31.05,70.24,101.29
Eurofarma,7891317438937,39.04,123.62,https://www.drogariaveracruz.com.br/bup-150mg-c30-cpr/p,BUP 150MG C/30 CPR,45.22,117.44,162.66
Eurofarma,7891317011390,10.24,58.0,https://www.drogariaveracruz.com.br/naire-20mg-15-comprimidos/p,Naire 20mg 15 comprimidos,13.14,55.1,68.24
Eurofarma,7891317008581,14.93,63.67,https://www.drogariaveracruz.com.br/perivasc-450mg-50mg-30-comprimidos-revestidos/p,Perivasc 450mg + 50mg 30 comprimidos revestidos,18.11,60.49,78.6
Neo Quimica,7896714294315,5.49,49.41,https://www.drogariaveracruz.com.br/probiotico-neogermina-2bi-sem-sabor-10-unidades-de-5ml/p,Probiótico Neogermina 2BI Sem Sabor 10 Unidades de 5ml,7.96,46.94,54.9
Eno,7896009498817,3.21,50.29,https://www.drogariaveracruz.com.br/eno-probiotico-10-capsulas/p,Eno Probiótico 10 cápsulas,5.72,47.78,53.5
Eurofarma,7891317003739,38.82,146.04,https://www.drogariaveracruz.com.br/tamiram-500mg-10-comprimidos-revestidos/p,Tamiram 500mg 10 comprimidos revestidos,46.12,138.74,184.86
Eurofarma,7891317477202,14.53,61.97,https://www.drogariaveracruz.com.br/piemonte-4mg-30-comprimidos-mastigaveis/p,Piemonte 4mg 30 comprimidos mastigáveis,17.63,58.87,76.5
Hebron,7896685301661,4.68,37.84,https://www.drogariaveracruz.com.br/florax-sm-50milhoesml-pediatrico-sabor-framboesa-5-flaconetes-com-5ml-cada/p,Florax SM 50milhões/ml Pediátrico Sabor Framboesa 5 flaconetes com 5ml cada,6.57,35.95,42.52
Eurofarma,7891317123604,38.7,164.98,https://www.drogariaveracruz.com.br/esio-40mg-28-comprimidos-revestidos/p,Ésio 40mg 28 comprimidos revestidos,46.95,156.73,203.68
Eurofarma,7891317476649,40.15,134.4,https://www.drogariaveracruz.com.br/esc-20mg-c30-cpr/p,ESC 20MG C/30 CPR,46.87,127.68,174.55
Gsk,7896090611881,,5.6,https://www.drogariaveracruz.com.br/sonridor-rapid-500mg-4-comprimidos/p,Sonridor Rapid 500mg 4 Comprimidos,,5.32,
Merck,7891721014796,17.97,56.9,https://www.drogariaveracruz.com.br/euthyrox-200mcg-50-comprimidos/p,Euthyrox 200mcg 50 comprimidos,20.81,54.06,74.87
Nicorette,7891010970871,,102.98,https://www.drogariaveracruz.com.br/nicorette-2mg-icemint-30-gomas-mastigaveis/p,Nicorette 2mg Icemint 30 gomas mastigáveis,,97.83,
Novartis,7896261009677,13.37,53.46,https://www.drogariaveracruz.com.br/pamelor-25-mg-c30-cps/p,PAMELOR 25 MG C/30 CPS,16.04,50.79,66.83
Cimed,7896523227511,17.68,11.79,https://www.drogariaveracruz.com.br/carvedilol-625mg-cimed-30-comprimidos/p,"Carvedilol 6,25mg Cimed 30 comprimidos",18.27,11.2,29.47
Eurofarma,7891317452933,3.7,29.9,https://www.drogariaveracruz.com.br/trokg-064mgg-1mgg-1-bisnaga-com-30g-de-pomada-de-uso-dermatologico/p,TrokG 064mg/G + 1mg/G 1 Bisnaga Com 30G de Pomada de Uso dermatológico,5.19,28.41,33.6
Sigma Pharma,7894916510240,17.42,47.1,https://www.drogariaveracruz.com.br/olmy-anlo-20mg-5mg-30-comprimidos-revestidos/p,Olmy Anlo 20mg + 5mg 30 comprimidos revestidos,19.77,44.75,64.52
Libbs,7896094209015,48.04,152.12,https://www.drogariaveracruz.com.br/zetron-xl-150mg-c60-cpr/p,ZETRON XL 150MG C/60 CPR,55.65,144.51,200.16
Sigma Pharma,7894916513173,,165.57,https://www.drogariaveracruz.com.br/bupium-xl-150mg-c60-cpr/p,BUPIUM XL 150MG C/60 CPR,,157.29,
Biolab Sanus,7896112406501,3.19,23.43,https://www.drogariaveracruz.com.br/cronobe-complex-biolab-3-ampolas-solucao-injetavel/p,Cronobê Complex 3 Ampolas Solução Injetável Biolab,4.36,22.26,26.62
Apsen,7896637029155,36.48,137.25,https://www.drogariaveracruz.com.br/insit-150mg-c30-cps/p,INSIT 150MG C/30 CPS,43.34,130.39,173.73
Eurofarma,7891317006938,51.52,172.49,https://www.drogariaveracruz.com.br/pondera-20-mg-c30-cpr/p,PONDERA 20 MG C/30 CPR,60.14,163.87,224.01
Hypera,7896622305837,0.66,3.47,https://www.drogariaveracruz.com.br/antiacido-po-efervescente-gastrol-abacaxi-1-envelope-com-5g/p,Gastrol Pó Efervescente Sabor Abacaxi 5g,0.83,3.3,4.13
Oftam,7897018510019,3.39,30.51,https://www.drogariaveracruz.com.br/protetor-ocular-oftam-pequeno-bege-20un/p,Protetor Ocular Oftam Pequeno Bege 20un,4.92,28.98,33.9
Grunenthal,7898582380558,32.15,96.47,https://www.drogariaveracruz.com.br/adorlan-2525mg-c20-cpr/p,ADORLAN 25+25MG C/20 CPR,36.97,91.65,128.62
Hypera,7896622305844,0.66,3.47,https://www.drogariaveracruz.com.br/antiacido-gastrol-po-efervescente-sabor-laranja-5g/p,Antiácido Gastrol Pó Efervescente Sabor Laranja 5g,0.83,3.3,4.13
União Química,7896006259657,16.42,29.2,https://www.drogariaveracruz.com.br/demedrox-150mgml-suspensao-injetavel-1-seringa-1agulha/p,Demedrox 150mg/ml Suspensão Injetável 1 seringa + 1agulha,17.88,27.74,45.62
Ache,7896658002939,32.79,149.4,https://www.drogariaveracruz.com.br/novamox-2x-875mg-125mg-caixa-c-20-comprimidos-revestidos/p,Novamox 2X 875mg + 125mg Caixa c/ 20 comprimidos revestidos,40.26,141.93,182.19
União Química,7896006229803,12.64,18.19,https://www.drogariaveracruz.com.br/digestina-10mg-20-comprimidos/p,Digestina 10mg  20 comprimidos,13.55,17.28,30.83
Eurofarma,7891317002879,36.45,115.44,https://www.drogariaveracruz.com.br/pondera-xr-25mg-30-comprimidos-c1/p,PONDERA XR 25MG 30 COMPRIMIDOS (C1),42.22,109.67,151.89
Gsk,7896015556990,8.47,62.1,https://www.drogariaveracruz.com.br/amoxil-500mg-21-capsulas-gelatinosas-duras/p,Amoxil 500Mg 21 Cápsulas Gelatinosas Duras - Amoxicilina 500mg,11.57,59.0,70.57
Adium,7892953002186,,293.46,https://www.drogariaveracruz.com.br/tamsulon-04mg-30-capsulas/p,"Tamsulon 0,4mg 30 cápsulas",,278.79,
Eurofarma,7891317452650,3.7,29.9,https://www.drogariaveracruz.com.br/trokg-064mgg-1mgg-1-bisnaga-com-30g-de-creme-de-uso-dermatologico/p,TrokG 064mg/G + 1mg/G 1 Bisnaga Com 30G de Creme de Uso dermatológico,5.19,28.41,33.6
Allergan,7897316800300,,57.23,https://www.drogariaveracruz.com.br/pred-fort-10mgml-5ml/p,Pred Fort 10mg/ml 5ml,,54.37,
Sigma Pharma,7894916510011,10.75,96.79,https://www.drogariaveracruz.com.br/bramicar-hct-80mg-125mg-30-comprimidos/p,"Bramicar HCT 80mg + 12,5mg 30 comprimidos",15.59,91.95,107.54
União Química,7896006222293,,37.1,https://www.drogariaveracruz.com.br/perfenol-multi-40104mgml-com-120ml/p,Perfenol Multi Com 120ml,,35.25,
Sigma Pharma,7894916203517,8.99,38.34,https://www.drogariaveracruz.com.br/daforin-10-mg-c20-cps/p,DAFORIN 10 MG C/20 CPS,10.91,36.42,47.33
Adium,7892953208274,,88.71,https://www.drogariaveracruz.com.br/prebictal-50mg-c30-cps/p,PREBICTAL 50MG C/30 CPS,,84.27,
Alcon,7896548198162,4.07,46.76,https://www.drogariaveracruz.com.br/tobrex-35-g-pomada/p,Tobrex 35 G Pomada,6.41,44.42,50.83
Johnson &amp; Johnson,7896212479054,1.55,7.56,https://www.drogariaveracruz.com.br/haldol-1-mg-c20-cpr/p,HALDOL 1 MG C/20 CPR,1.93,7.18,9.11
Teuto,7899095238312,,172.12,https://www.drogariaveracruz.com.br/latanoprosta-50mcgml-maleato-de-timolol-5mgml-solucao-oftalmica-esteril-25ml-generico-geolab/p,"Latanoprosta 50mcg/ml + Maleato de Timolol 5mg/ml Solução Oftálmica Estéril 2,5ml Genérico Geolab",,163.51,
Bravir,7896186002173,,25.9,https://www.drogariaveracruz.com.br/bendita-canfora-gel-80g/p,Bendita Cânfora Gel 80g,,24.61,
Natulab,7898133139246,5.37,14.53,https://www.drogariaveracruz.com.br/hidralyte-205mgml-098mgml-2275mgml-216mgml-frasco-com-500ml-de-solucao-de-uso-oral-guarana/p,Hidralyte Sabor Guaraná 500ml,6.1,13.8,19.9
Tylex,7893454714851,7.17,40.63,https://www.drogariaveracruz.com.br/tylex-500mg-30mg-12-comprimidos/p,"TYLEX - 500mg + 30mg, 12 comprimidos",9.2,38.6,47.8
Cristalia,7896180300152,6.99,39.63,https://www.drogariaveracruz.com.br/maxiflox-d-35mgml-1mgml-1-frasco-gotejador-com-5ml-de-suspensao-de-uso-oftalmologico/p,MaxifloxD 35mg/ml + 1mg/ml 1 Frasco Gotejador Com 5ml de Suspensão de Uso Oftalmológico,8.97,37.65,46.62
Ems,7896004770222,,43.76,https://www.drogariaveracruz.com.br/xarope-clope-sabor-coco-120ml/p,Xarope Clopê Sabor Coco 120ml,,41.57,
União Química,7896006297925,1.41,16.26,https://www.drogariaveracruz.com.br/nausicalm-50mg-10-capsulas-gelatinosas-moles/p,Nausicalm 50mg 10 cápsulas gelatinosas moles,2.22,15.45,17.67
União Química,7896006284369,17.52,19.76,https://www.drogariaveracruz.com.br/celestrat-xarope-004mgml-005mgml-120ml/p,"Celestrat Xarope 0,04mg/ml + 0,05mg/ml 120ml",18.51,18.77,37.28
Libbs,7896094206342,21.26,63.79,https://www.drogariaveracruz.com.br/naprix-25mg-30-comprimidos/p,"Naprix 2,5mg 30 comprimidos",24.45,60.6,85.05
União Química,7896006290322,4.19,17.86,https://www.drogariaveracruz.com.br/maxinom-1mgg-35mgg-6000uig-1-frasco-gotejador-com-5ml-de-suspensao-de-uso-oftalmologico/p,Maxinom 1mg/G + 35mg/G + 6000Ui/G 1 Frasco Gotejador Com 5ml de Suspensão de Uso Oftalmológico,5.08,16.97,22.05
Divcom Pharma,7898040329952,,26.98,https://www.drogariaveracruz.com.br/xarope-sedavan-6mgml-sabor-framboesa-100ml/p,Xarope Sedavan 6mg/ml Sabor Framboesa 100ml,,25.63,
Sanofi,7896070601697,2.88,12.27,https://www.drogariaveracruz.com.br/neuleptil-1-gts-ped-c20-ml/p,NEULEPTIL 1% GTS PED C/20 ML,3.49,11.66,15.15
Hypera,7896094916258,1.19,18.63,https://www.drogariaveracruz.com.br/lisador-dip-1g-8-comprimidos/p,Lisador Dip 1g 8 comprimidos,2.12,17.7,19.82
Gsk,7896269955204,,194.05,https://www.drogariaveracruz.com.br/seretide-spray-25mcg-125mcgdose-suspensao-aerossol-120-doses-valvula-dosadora/p,Seretide Spray 25mcg + 125mcg/dose Suspensão Aerossol 120 doses + válvula dosadora,,184.35,
Ache,7896658001864,12.45,70.55,https://www.drogariaveracruz.com.br/artrosil-160mg-20-capsulas-duras-de-liberacao-prolongada/p,Artrosil 160mg 20 cápsulas duras de liberação prolongada,15.98,67.02,83.0
